0,035465,兆豐AN
0,035466,兆豐AP
0,035467,兆豐AQ
0,035468,兆豐AR
0,035469,兆豐AS
0,035470,兆豐AT
0,035471,兆豐AU
0,035472,兆豐AV
0,035473,兆豐AW
0,035474,兆豐AZ
0,035475,兆豐BA
0,035476,兆豐BB
0,035477,兆豐BC
0,035478,兆豐BD
0,035479,兆豐BE
0,035480,兆豐BF
0,035496,元大7S
0,035497,元大7T
0,035498,元大7U
0,035499,元大7V
0,035504,E5中信
0,035505,E6中信
0,035506,E7中信
0,035507,台新30
0,035508,台新31
0,035509,台新32
0,035510,AS統一
0,035511,群益D6
0,035513,群益D8
0,035518,群益E4
0,035519,國泰92
0,035520,富邦9W
0,035526,元大7W
0,035527,元大7X
0,035528,元大7Y
0,035529,元大7Z
0,035530,元大8A
0,035545,E8中信
0,035547,台新33
0,035549,台新35
0,035556,元富67
0,035557,元富68
0,035563,兆豐BR
0,035564,兆豐BS
0,035565,兆豐BT
0,035566,兆豐BU
0,035567,兆豐BV
0,035568,兆豐BW
0,035569,兆豐BX
0,035570,兆豐CA
0,035571,兆豐CB
0,035572,富邦9Y
0,035573,富邦9Z
0,035574,1A富邦
0,035576,1C富邦
0,035577,AT統一
0,035578,AU統一
0,035579,群益E5
0,035580,群益E6
0,035582,群益E8
0,035583,群益E9
0,035584,群益F1
0,035585,群益F2
0,035590,群益F5
0,035591,群益F6
0,035592,元大8C
0,035593,元大8D
0,035594,元大8E
0,035595,元大8F
0,035596,元大8G
0,035597,元大8H
0,035598,元大8I
0,035599,元大8J
0,035600,元大8K
0,035601,元大8L
0,035602,日盛LC
0,035614,凱基6A
0,035615,凱基6C
0,035621,台新36
0,035635,1D富邦
0,035636,1E富邦
0,035637,兆豐CE
0,035638,兆豐CF
0,035639,兆豐CG
0,035640,兆豐CH
0,035641,兆豐CJ
0,035642,兆豐CK
0,035644,AW統一
0,035646,群益F9
0,035647,群益G1
0,035650,群益G4
0,035655,國泰98
0,035657,1G富邦
0,035675,I7永豐
0,035683,元大8P
0,035684,元大8Q
0,035685,元大8R
0,035686,兆豐CL
0,035687,兆豐CM
0,035688,兆豐CN
0,035689,群益G6
0,035690,群益G7
0,035691,群益G8
0,035693,群益H1
0,035694,群益H3
0,035700,凱基6L
0,035702,凱基6P
0,035709,J6永豐
0,035714,F2中信
0,035719,元大8W
0,035720,元大8X
0,035721,元大8Y
0,035722,元大8Z
0,035723,元大9A
0,035724,元大9B
0,035725,元大9C
0,035726,元大9D
0,035727,元大9E
0,035728,元大9F
0,035729,元大9G
0,035730,元大9H
0,035731,元大9I
0,035732,元大9J
0,035735,國泰1B
0,035739,1J富邦
0,035749,日盛LM
0,035750,日盛LN
0,035751,日盛LP
0,035752,元富1B
0,035753,K4永豐
0,035754,K5永豐
0,035755,K6永豐
0,035756,K7永豐
0,035757,K8永豐
0,035758,K9永豐
0,035759,L1永豐
0,035760,L2永豐
0,035761,L3永豐
0,035762,L4永豐
0,035763,L5永豐
0,035764,L6永豐
0,035765,F8中信
0,035766,F9中信
0,035767,G1中信
0,035768,台新39
0,035769,KV第一
0,035770,AZ統一
0,035771,BA統一
0,035772,BB統一
0,035773,BC統一
0,035774,群益H6
0,035775,群益H7
0,035776,群益H8
0,035777,群益H9
0,035778,玉山KM
0,035779,國泰1G
0,035780,國泰1H
0,035781,國泰1I
0,035782,國泰1J
0,035783,凱基6T
0,035784,凱基6U
0,035785,凱基6V
0,035786,凱基6W
0,035787,凱基6X
0,035788,凱基6Y
0,035789,凱基6Z
0,035790,凱基7A
0,035791,AA元大
0,035792,AC元大
0,035793,AD元大
0,035794,元大9M
0,035795,元大9N
0,035796,元大9P
0,035797,元大9Q
0,035798,元大9R
0,035799,元大9S
0,035800,元大9T
0,035801,元大9U
