2016/01/22,20:18:06
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="036994",伦HV,10,0.85,0.87,10,2.353%,4.263%,0.81,14.08%,10,縩筿,17.57% 基ず,117.80,0.04,31,6.66,37.07%,45.38%
="037237",惩膀EH,30,1.89,1.95,50,3.175%,4.723%,1.90,7.34%,175,縩筿,15.42% 基ず,120,0.10,35,6.51,28.13%,38.24%
="037280",NMじ,100,1.53,1.60,10,4.575%,4.639%,-,-,0,縩筿,15.42% 基ず,120,0.08,39,6.39,30.75%,41.63%
="037315",穝99,10,1.31,1.41,10,7.634%,5.292%,-,-,0,縩筿,13.06% 基ず,122.50,0.08,39,7.04,22.53%,38.59%
="037440",ら脖40,25,0.96,1,10,4.167%,5.383%,-,-,0,縩筿,12.60% 基ず,123,0.06,39,7.40,24.39%,33.21%
="036993",伦HU,10,1.08,1.12,10,3.704%,5.623%,1,11.11%,30,縩筿,11.69% 基ず,124,0.07,31,8.93,32.97%,39.41%
="037375",じ碔B8,25,0.67,0.68,25,1.493%,5.843%,0.66,8.20%,50,縩筿,8.20% 基ず,128,0.05,39,7.82,38.62%,39.99%
="035936",ら脖MA,25,0.55,0.58,1,5.455%,11.226%,0.54,14.89%,12,縩筿,6.54% 基ず,130,0.07,8,17.81,0.00%,0.00%
="037023",穝81,10,0.91,1.01,10,10.989%,8.350%,-,-,0,縩筿,6.54% 基ず,130,0.10,31,11.56,18.79%,28.72%
="037536",伦LZ,10,0.73,0.74,10,1.370%,6.745%,0.66,17.86%,16,縩筿,5.52% 基ず,131.25,0.07,40,10.59,33.36%,34.26%
="036692",じ碔7E,25,0.59,0.61,25,3.390%,8.589%,-,-,0,縩筿,4.92% 基ず,132,0.07,25,11.69,30.46%,32.86%
="037422",IVッ伦,10,0.60,0.61,10,1.667%,7.227%,0.59,7.27%,10,縩筿,2.78% 基ず,134.75,0.0720,39,10.47,34.35%,35.14%
="035151",9M竤痲,25,0.57,0.60,10,5.263%,8.700%,0.52,1.96%,23,縩筿,2.59% 基ず,135,0.08,24,13.27,36.28%,39.06%
="036412",穝59,10,0.32,0.42,10,31.250%,13.561%,-,-,0,縩筿,2.59% 基ず,135,0.07,24,17.68,16.48%,27.87%
="036565",AB瓣,30,0.78,0.82,30,5.128%,9.537%,0.74,27.59%,20,縩筿,2.59% 基ず,135,0.12,24,14.41,31.63%,34.14%
="034070",碔ü3R,20,0.42,0.49,10,16.667%,10.257%,-,-,0,縩筿,2.44% 基ず,135.20,0.0720,31,13.89,24.07%,30.49%
="036745",EKッ伦,10,0.49,0.50,10,2.041%,9.854%,0.48,14.29%,15,縩筿,2.08% 基ず,135.68,0.0820,26,14.60,29.53%,30.40%
="034438",6R竤痲,25,0.51,0.53,10,3.922%,8.400%,-,-,0,縩筿,1.07% 基,140,0.10,39,12.98,31.31%,32.42%
="035278",穝23,10,0.30,0.39,10,30.000%,16.403%,-,-,0,縩筿,1.07% 基,140,0.12,24,21.87,21.88%,27.17%
="035701",惩膀6N,30,0.13,0.18,30,38.462%,25.194%,-,-,0,縩筿,1.07% 基,140,0.10,5,35.96,29.77%,37.68%
="036033",ッMY,10,0.47,0.50,10,6.383%,12.099%,-,-,0,縩筿,1.07% 基,140,0.15,12,19.57,37.54%,39.53%
="037453",XVじ,65,0.60,0.62,10,3.333%,7.140%,0.60,20%,327,縩筿,1.07% 基,140,0.10,39,11.39,36.25%,37.36%
="037593",ドLX,13,0.45,0.47,13,4.444%,9.540%,0.40,17.65%,130,縩筿,1.07% 基,140,0.10,40,16.67,27.63%,28.74%
="036201",BUッ伦,10,0.23,0.24,10,4.348%,12.026%,0.21,16.67%,3,縩筿,1.93% 基,141.23,0.0770,24,21.38,28.88%,29.80%
="037206",ドLS,13,1.37,1.45,13,5.839%,2.953%,-,-,0,地ü筿,17.14% 基ず,7,1,34,4.80,61.92%,73.16%
="035547",穝33,10,1.04,1.09,10,4.808%,3.640%,1.04,8.33%,90,地ü筿,12.33% 基ず,7.30,1,31,6.48,48.77%,56.26%
="035935",ら脖LZ,25,0.39,0.48,25,23.077%,8.258%,-,-,0,ㄎ笷,1.58% 基ず,9.50,1,8,13.15,53.92%,70.35%
="06985P",惩膀CF,30,0.53,0.55,30,3.774%,5.111%,-,-,0,Щ,1.43% 基,10.50,0.80,31,-6.79,59.77%,61.92%
="06538P",伦AY,10,1.23,1.26,10,2.439%,4.488%,1.25,-10.71%,34,Щ,11.25% 基ず,12,0.75,31,-4.65,60.99%,64.73%
="06590P",じ8T,100,1.28,1.33,100,3.906%,4.449%,-,-,0,Щ,11.25% 基ず,12,0.80,39,-4.82,50.64%,56.26%
="06639P",惩膀7R,30,1.02,1.05,30,2.941%,5.987%,1.08,-10%,84,Щ,11.25% 基ず,12,0.75,8,-6.88,45.03%,63.80%
="06755P",15惩膀,30,1.23,1.26,30,2.439%,2.315%,1.23,-7.52%,80,翬非,15.81% 基ず,72.22,0.1040,24,-4.33,53.45%,61.92%
="06609P",惩膀6S,30,2.17,2.23,30,2.765%,1.353%,-,-,0,翬非,25.72% 基ず,81.85,0.1040,6,-2.73,0.00%,153.79%
="07130P",XMじ,100,2.14,2.17,10,1.402%,1.313%,-,-,0,翬非,25.85% 基ず,82,0.10,39,-2.55,57.19%,66.61%
="06724P",じ碔4D,25,2.71,2.74,25,1.107%,1.302%,2.80,0.36%,50,翬非,26.58% 基ず,82.81,0.1250,24,-2.66,0.00%,0.00%
="06853P",4Y碔ü,50,4,4.08,10,2.000%,1.101%,-,-,0,翬非,29.85% 基ず,86.67,0.1560,24,-2.22,0.00%,86.28%
="07014P",B4瓣,160,3.21,3.31,50,3.115%,1.099%,-,-,0,翬非,29.85% 基ず,86.67,0.1250,32,-2.15,0.00%,86.28%
="06012P",2Gじ,100,3.51,3.57,10,1.709%,1.006%,-,-,0,翬非,31.74% 基ず,89.07,0.1250,10,-2.08,0.00%,136.92%
="06411P",碔ü6X,50,6.25,-,0,-,0.705%,-,-,0,翬非,39.87% 基ず,101.11,0.1560,45,-,0.00%,-
="036803",ッ15,10,1.59,1.64,10,3.145%,4.933%,-,-,0,穛腜,11.18% 基ず,46.50,0.25,27,6.29,56.72%,61.46%
="037466",JHッ伦,10,0.61,0.62,10,1.639%,3.850%,0.61,-1.61%,306,穛腜,0.54% 基,51.98,0.13,39,5.93,70.59%,71.76%
="037240",惩膀EM,30,4.42,4.52,30,2.262%,1.372%,4.49,5.90%,12,璣穨笷,58.33% 基ず,15,0.50,35,2.55,82.53%,112.51%
="037169",伦JY,10,5.15,-,0,-,1.413%,-,-,0,璣穨笷,56.87% 基ず,15.14,0.60,34,-,0.00%,-
="037633",ZDじ,100,3.89,3.95,10,1.542%,1.558%,-,-,0,璣穨笷,48.44% 基ず,16,0.50,41,2.93,30.05%,75.04%
="037669",LEッ伦,10,3.69,3.75,10,1.626%,1.772%,-,-,0,璣穨笷,38.57% 基ず,17.14,0.54,45,3.21,67.54%,76.91%
="036503",じ碔6D,25,3.81,3.89,20,2.100%,2.068%,-,-,0,璣穨笷,31.94% 基ず,18,0.65,24,3.82,67.54%,86.28%
="036841",EZッ伦,10,3.21,3.31,10,3.115%,2.114%,-,-,0,璣穨笷,30.85% 基ず,18.15,0.56,27,3.80,67.54%,86.28%
="036640",ッ08,10,4.47,4.55,10,1.790%,2.169%,-,-,0,璣穨笷,30.14% 基ず,18.25,0.80,25,4.04,60.05%,75.04%
="035879",BGじ,100,2.37,2.43,10,2.532%,2.558%,2.40,9.09%,20,璣穨笷,25.00% 基ず,19,0.50,8,4.80,0.00%,105.01%
="036177",ら脖MY,499,2.18,2.23,10,2.294%,2.764%,2.02,0%,9,璣穨笷,21.80% 基ず,19.50,0.50,24,5.51,52.51%,63.80%
="035676",じ碔83,25,1.90,1.96,25,3.158%,3.191%,1.99,15.03%,1,璣穨笷,18.75% 基ず,20,0.50,4,5.78,97.52%,135.04%
="035659",G9ッ伦,10,2.27,2.33,10,2.643%,3.205%,2.42,15.79%,31,璣穨笷,18.63% 基ず,20.02,0.60,4,5.70,97.52%,127.55%
="037526",伦LJ,0,-,-,0,-,-,-,-,0,稬琍,64.97% 基ず,25.46,0.30,40,-,-,-
="035870",AXじ,50,5.85,5.90,50,0.855%,1.172%,-,-,0,稬琍,55.90% 基ず,26.94,0.39,8,2.77,0.00%,150.04%
="035933",ら脖LX,25,4.17,4.20,10,0.719%,1.172%,-,-,0,稬琍,55.90% 基ず,26.94,0.2780,8,2.78,0.00%,135.04%
="037184",GZッ伦,10,4.92,4.99,10,1.423%,1.284%,-,-,0,稬琍,48.15% 基ず,28.35,0.36,34,2.97,0.00%,78.78%
="036936",じ碔8X,25,4.41,4.48,10,1.587%,1.583%,-,-,0,稬琍,35.48% 基ず,31,0.40,28,3.64,0.00%,67.54%
="033260",E7参,10,2.06,2.14,10,3.884%,1.797%,2.14,1.42%,50,稬琍,27.78% 基ず,32.87,0.2230,45,4.07,35.67%,57.19%
="036207",穝47,10,2.47,2.57,10,4.049%,1.879%,-,-,0,风琑,30.37% 基ず,56.61,0.1450,24,4.03,0.00%,75.04%
="036641",ッ09,10,3.27,-,0,-,1.849%,-,-,0,风琑,30.37% 基ず,56.61,0.1890,25,-,48.77%,-
="036952",じ碔9D,25,2.57,2.59,10,0.778%,1.919%,-,-,0,风琑,27.33% 基ず,57.96,0.1560,31,4.03,63.80%,67.54%
="036096",惩膀9J,30,1.70,1.80,30,5.882%,2.097%,-,-,0,风琑,26.35% 基ず,58.41,0.1110,12,4.33,0.00%,110.63%
="037567",YUじ,100,2.69,2.76,10,2.602%,1.929%,-,-,0,风琑,26.35% 基ず,58.41,0.1670,40,4.06,56.26%,66.14%
="036252",BZッ伦,10,2.86,2.96,10,3.497%,2.098%,-,-,0,风琑,25.28% 基ず,58.91,0.1890,24,4.37,52.51%,73.63%
="036058",ら脖MM,25,1.81,1.90,25,4.972%,2.928%,-,-,0,风琑,17.31% 基ず,62.91,0.1670,12,6.13,0.00%,71.29%
="036163",じ碔3E,25,1.82,1.84,10,1.099%,2.607%,1.72,4.88%,16,风琑,17.31% 基ず,62.91,0.1560,24,5.76,57.66%,60.52%
="037750",LZッ伦,10,1.79,1.85,10,3.352%,2.295%,-,-,0,风琑,16.26% 基ず,63.48,0.1460,45,4.68,57.66%,63.09%
="035727",じ9E,100,1.13,1.16,10,2.655%,2.969%,-,-,0,风琑,9.50% 基ず,67.40,0.1340,39,6.42,48.07%,50.87%
="035783",惩膀6T,30,0.73,0.76,30,4.110%,4.709%,-,-,0,风琑,9.50% 基ず,67.40,0.1110,6,9.66,49.70%,65.67%
="035764",L6ッ伦,10,0.53,0.57,10,7.547%,7.389%,0.53,32.50%,230,风琑,2.02% 基ず,72.34,0.1840,6,15.97,54.74%,60.75%
="07239P",ZZじ,100,0.85,0.87,100,2.353%,3.481%,0.89,-3.26%,1732,約笷,7.43% 基ず,52.50,0.15,45,-5.22,48.30%,50.41%
="06582P",惩膀6E,30,1.62,1.72,30,6.173%,3.232%,1.68,-5.08%,2,約笷,13.68% 基ず,56.30,0.2130,5,-5.81,0.00%,105.95%
="06692P",BQッ伦,10,0.64,0.65,10,1.563%,3.360%,-,-,0,筿,2.12% 基ず,53.33,0.15,24,-6.20,68.25%,69.42%
="06523P",竤痲D2,25,1.07,1.11,10,3.738%,3.219%,-,-,0,筿,5.13% 基ず,55.02,0.2070,31,-5.77,57.89%,61.22%
="07020P",眃㎝M6,10,1.08,1.18,10,9.259%,2.628%,-,-,0,筿,11.18% 基ず,58.77,0.1350,33,-4.29,58.83%,72.11%
="06599P",じ碔1D,25,0.34,0.35,25,2.941%,6.681%,0.34,9.68%,16,タ碤,1.24% 基ず,41.11,0.1880,6,-12.20,73.52%,75.97%
="037160",MNじ,100,1.72,1.77,10,2.907%,2.154%,-,-,0,货,28.50% 基ず,40,0.15,34,4.22,33.79%,60.99%
="037398",惩膀GL,30,2.45,2.50,30,2.041%,2.408%,-,-,0,货,22.38% 基ず,42,0.25,39,4.64,47.83%,54.38%
="037301",IBッ伦,10,1.94,2.01,10,3.608%,2.506%,-,-,0,货,19.34% 基ず,43.07,0.2120,39,4.63,55.79%,63.80%
="036176",ら脖MX,25,2.04,2.12,10,3.922%,3.327%,-,-,0,货,14.22% 基ず,45,0.30,24,6.35,45.49%,54.85%
="037006",伦JM,10,1.55,1.60,10,3.226%,3.375%,1.29,2.38%,1,货,11.74% 基ず,46,0.25,31,7.91,45.96%,50.64%
="035968",じ碔1W,25,1.19,1.24,25,4.202%,5.709%,-,-,0,货,8.21% 基ず,47.50,0.30,8,11.32,31.92%,46.90%
="036015",AVッ伦,10,0.88,0.97,9,10.227%,6.168%,0.97,46.97%,2,货,4.66% 基ず,49.11,0.29,11,10.93,46.43%,56.49%
="035877",BEじ,100,0.48,0.49,10,2.083%,7.154%,0.37,8.82%,96,货,2.80% 基ず,50,0.20,8,18.31,52.86%,54.62%
="035887",BPじ,100,1.74,2.83,5,62.644%,1.465%,2.83,26.34%,2,玭ㄈ,37.83% 基ず,29.24,0.1540,39,2.00,63.80%,274.73%
="035986",ら脖MG,150,1.70,1.79,10,5.294%,2.042%,-,-,0,玭ㄈ,25.27% 基ず,32.17,0.2050,11,4.43,84.40%,123.80%
="036041",ッNG,10,1.53,1.58,10,3.268%,2.663%,-,-,0,玭ㄈ,15.47% 基ず,34.90,0.2560,12,5.67,85.34%,95.65%
="035821",M5ッ伦,10,1.12,1.21,10,8.036%,2.890%,-,-,0,玭ㄈ,15.41% 基ず,34.92,0.1950,7,5.88,95.65%,129.42%
="035690",竤痲G7,25,3.06,3.16,10,3.268%,2.182%,2.83,9.27%,3,玭ㄈ,11.73% 基ず,36.07,0.5130,39,5.36,68.01%,72.23%
="034560",じ69,106,0.36,0.46,10,27.778%,2.555%,-,-,0,玭ㄈ,8.57% 基ず,37.12,0.0760,40,5.11,55.09%,82.65%
="06382P",NFじ碔,25,0.38,0.40,10,5.263%,4.113%,0.38,-26.92%,15,玭ㄈ,0.17% 基,40.23,0.1940,11,-9.63,71.41%,75.04%
="035248",伦AD,10,0.54,0.55,10,1.852%,3.360%,0.56,33.33%,119,玭ㄈ,0.45% 基,40.48,0.2050,24,7.74,65.08%,66.26%
="037408",伦KQ,10,0.74,0.75,10,1.351%,2.941%,0.76,2.70%,30,ね笷,6.48% 基ず,8.34,0.80,39,6.33,53.92%,55.32%
="06880P",じ碔7K,25,0.34,0.36,25,5.882%,3.785%,0.33,-5.71%,20,ね笷,1.95% 基,8.71,0.90,25,-10.02,50.17%,52.51%
="06796P",K8い獺,30,0.40,0.42,30,5.000%,4.034%,0.41,13.89%,250,ね笷,0.23% 基ず,8.90,0.90,24,-9.33,47.83%,50.17%
="06720P",3G碔ü,10,0.73,0.74,10,1.370%,2.595%,0.71,1.43%,269,ね笷,1.33% 基ず,9,1,45,-6.08,53.92%,54.38%
="06736P",DXじ,100,0.70,0.72,100,2.857%,3.636%,0.69,-5.48%,64,ね笷,6.53% 基ず,9.50,0.90,24,-8.07,42.22%,45.03%
="06595P",じ碔1A,50,0.82,0.85,25,3.659%,4.416%,-,-,0,ね笷,8.45% 基ず,9.70,1,5,-9.60,30.05%,58.13%
="06569P",1F碔ü,10,1.22,1.26,10,3.279%,2.631%,1.20,-1.64%,430,ね笷,11.20% 基ず,10,1,32,-5.77,43.15%,46.90%
="06375P",G7伦,10,1.76,1.78,10,1.136%,2.159%,1.75,-6.91%,11,ね笷,16.23% 基ず,10.60,1.0380,11,-5.11,0.00%,0.00%
="06548P",じ7R,100,1.70,1.72,10,1.177%,1.698%,-,-,0,ね笷,19.27% 基ず,11,0.80,31,-3.65,37.54%,48.77%
="037388",XLじ,100,1.51,1.53,10,1.325%,1.278%,-,-,0,,42.29% 基ず,35,0.10,39,3.09,69.42%,79.72%
="037661",ZYじ,100,1.35,1.37,10,1.482%,1.542%,-,-,0,,24.50% 基ず,40,0.12,45,3.64,75.97%,79.72%
="037072",FYッ伦,10,1.28,1.34,10,4.688%,1.820%,-,-,0,,15.01% 基ず,43.30,0.1450,32,4.12,88.39%,97.05%
="036676",ら脖NZ,25,0.79,0.84,10,6.329%,2.308%,-,-,0,,10.67% 基ず,45,0.12,25,5.37,73.63%,83.23%
="036216",瓣2D,280,1.82,1.85,30,1.648%,2.147%,-,-,0,,2.68% 基ず,48.50,0.33,45,5.32,69.42%,70.59%
="037289",NWじ,100,1.54,1.58,100,2.597%,1.948%,1.40,-5.41%,7,垂筿,26.82% 基ず,22,0.25,39,4.54,57.19%,67.08%
="037360",E1瓣,100,2.20,3.30,10,50.000%,2.433%,2.24,14.87%,295,垂筿,16.25% 基ず,24,0.50,39,5.17,52.51%,129.42%
="037535",伦LT,10,1.24,1.35,1,8.871%,2.508%,-,-,0,垂筿,14.34% 基ず,24.40,0.30,40,5.08,53.45%,66.61%
="037008",伦JP,30,0.54,-,0,-,4.526%,-,-,0,垂筿,3.33% 基ず,27,0.30,31,-,39.88%,-
="037194",HJッ伦,10,0.92,0.95,10,3.261%,2.952%,0.83,6.41%,21,垂筿,1.94% 基ず,27.37,0.35,34,6.83,68.95%,71.76%
="036230",DKじ,100,0.35,0.45,10,28.571%,5.020%,0.33,-15.38%,145,垂筿,0.36% 基,28,0.25,24,11.00,49.94%,63.91%
="037055",惩膀CW,30,0.40,0.43,30,7.500%,3.557%,0.36,9.09%,17,垂筿,0.36% 基,28,0.20,32,8.25,61.22%,65.79%
="06543P",伦BN,10,0.76,0.85,10,11.842%,3.015%,-,-,0,垂筿,4.22% 基ず,29.13,0.3090,31,-6.05,53.92%,63.09%
="037084",じ碔9T,25,0.48,0.50,25,4.167%,4.510%,-,-,0,ㄊじ筿,2.46% 基ず,20.30,0.30,33,7.56,53.21%,56.02%
="06916P",88惩膀,30,1.60,1.65,55,3.125%,4.709%,1.63,-8.94%,28,羛祇,0.95% 基,210,0.15,26,-8.63,51.99%,53.45%
="07017P",じ碔9X,25,2.04,2.06,25,0.980%,3.689%,2.07,-9.21%,205,羛祇,0.95% 基,210,0.15,33,-6.77,57.84%,58.36%
="07120P",ら脖37,25,0.56,0.57,10,1.786%,4.474%,-,-,0,羛祇,0.95% 基,210,0.05,39,-8.28,44.53%,45.26%
="07221P",I7竤痲,25,0.76,0.77,10,1.316%,3.286%,0.78,-3.70%,140,羛祇,0.95% 基,210,0.05,45,-5.95,55.12%,55.79%
="07169P",KNッ伦,10,0.72,0.73,10,1.389%,2.798%,0.72,-2.70%,10,羛祇,1.79% 基ず,215.86,0.0350,40,-5.00,66.14%,67.15%
="07098P",D6瓣,200,1.44,1.47,180,2.083%,3.495%,-,-,0,羛祇,3.64% 基ず,220,0.08,39,-6.45,48.89%,50.23%
="07188P",G9竤痲,25,1,1.01,10,1.000%,3.128%,0.95,-7.77%,100,羛祇,3.64% 基ず,220,0.05,41,-6.01,54.76%,55.47%
="06728P",CGッ伦,10,0.96,1,10,4.167%,4.164%,-,-,0,羛祇,5.36% 基ず,224,0.0550,24,-7.63,46.96%,50.52%
="07161P",伦LE,10,1.14,1.15,10,0.877%,3.016%,1.12,-7.44%,79,羛祇,5.78% 基ず,225,0.05,40,-5.62,54.09%,54.79%
="06935P",FDッ伦,10,1.04,1.06,10,1.923%,3.411%,-,-,0,羛祇,7.63% 基ず,229.50,0.0450,27,-6.13,52.57%,54.74%
="06785P",竤痲N3,25,2.10,2.17,10,3.333%,3.860%,2.10,-10.26%,8,羛祇,7.83% 基ず,230,0.10,24,-7.42,42.22%,46.19%
="07222P",I8竤痲,25,1.36,1.39,10,2.206%,2.685%,-,-,0,羛祇,7.83% 基ず,230,0.05,45,-4.77,54.62%,56.72%
="06998P",EH参,20,0.95,1.03,10,8.421%,3.052%,-,-,0,羛祇,9.75% 基ず,234.90,0.0350,32,-5.29,48.24%,58.83%
="06829P",47惩膀,30,2.57,2.67,30,3.891%,3.394%,-,-,0,羛祇,9.79% 基ず,235,0.10,24,-6.17,46.43%,52.40%
="06718P",3E碔ü,10,4.02,-,0,-,2.260%,-,-,0,羛祇,15.20% 基ず,250,0.10,45,-,43.62%,-
="06738P",DZじ,100,1.90,1.96,10,3.158%,2.654%,-,-,0,羛祇,15.20% 基ず,250,0.05,24,-5.08,33.79%,49.94%
="06752P",12惩膀,30,1.88,1.97,30,4.787%,2.682%,-,-,0,羛祇,15.20% 基ず,250,0.05,24,-4.97,0.00%,51.81%
="06776P",じ碔5E,25,2.25,2.35,10,4.444%,2.689%,-,-,0,羛祇,15.20% 基ず,250,0.06,24,-5.04,0.00%,49.70%
="06825P",瓣布GU,25,1.86,1.87,10,0.538%,2.711%,-,-,0,羛祇,15.20% 基ず,250,0.05,24,-5.23,0.00%,0.00%
="06909P",ら脖04,25,1.89,1.96,10,3.704%,2.641%,-,-,0,羛祇,15.20% 基ず,250,0.05,26,-4.99,0.00%,47.83%
="06952P",53竤痲,25,2.70,2.77,10,2.593%,2.554%,-,-,0,羛祇,15.20% 基ず,250,0.07,28,-4.75,40.35%,49.70%
="06993P",伦JC,10,1.96,2.01,10,2.551%,2.472%,-,-,0,羛祇,15.20% 基ず,250,0.05,31,-4.61,44.56%,51.81%
="06713P",BXッ伦,10,2.63,2.73,10,3.802%,2.438%,-,-,0,羛祇,16.59% 基ず,254.15,0.0620,24,-4.33,42.22%,59.77%
="06705P",05惩膀,30,3.77,3.87,30,2.653%,2.256%,-,-,0,羛祇,18.46% 基ず,260,0.08,24,-4.24,0.00%,47.83%
="06716P",J8い獺,30,2.39,2.42,10,1.255%,2.224%,2.26,-9.96%,112,羛祇,18.46% 基ず,260,0.05,24,-4.57,31.92%,48.53%
="06978P",KBじ,100,1.21,1.23,10,1.653%,2.128%,-,-,0,羛祇,18.46% 基ず,260,0.0250,31,-3.80,43.62%,51.93%
="06547P",じ7Q,10,8.60,9.10,10,5.814%,1.868%,-,-,0,羛祇,21.48% 基ず,270,0.15,31,-3.32,0.00%,70.35%
="06719P",3F碔ü,10,2.93,-,0,-,1.744%,-,-,0,羛祇,21.48% 基ず,270,0.05,45,-,45.03%,-
="06808P",GAじ,100,1.72,1.76,10,2.326%,1.912%,-,-,0,羛祇,21.48% 基ず,270,0.03,24,-3.40,0.00%,59.53%
="06601P",L7ッ伦,10,4.44,4.54,10,2.252%,1.868%,-,-,0,羛祇,22.58% 基ず,273.84,0.0730,6,-3.39,0.00%,106.89%
="06658P",2J碔ü,10,6.70,-,0,-,1.600%,-,-,0,羛祇,24.29% 基ず,280,0.10,40,-,0.00%,-
="06715P",J7い獺,30,3.37,3.40,10,0.890%,1.655%,3.34,-0.89%,54,羛祇,24.29% 基ず,280,0.05,24,-3.08,0.00%,53.45%
="06717P",瓣2A,150,3.35,3.45,10,2.985%,1.665%,-,-,0,羛祇,24.29% 基ず,280,0.05,24,-2.96,0.00%,70.82%
="06618P",瓣1L,100,8.70,9.10,20,4.598%,1.306%,-,-,0,羛祇,29.33% 基ず,300,0.10,7,-2.23,0.00%,192.21%
="06627P",伦DA,10,8.75,9,10,2.857%,1.271%,-,-,0,羛祇,29.33% 基ず,300,0.10,39,-2.24,0.00%,76.91%
="06645P",じ碔2B,25,5.20,-,0,-,1.311%,-,-,0,羛祇,29.33% 基ず,300,0.06,8,-,0.00%,-
="06657P",2H碔ü,10,4.34,-,0,-,1.279%,-,-,0,羛祇,29.33% 基ず,300,0.05,40,-,0.00%,-
="06678P",惩膀9B,30,4.35,4.45,30,2.299%,1.306%,-,-,0,羛祇,29.33% 基ず,300,0.05,12,-2.33,0.00%,116.25%
="06672P",瓣布GN,25,4.49,4.50,10,0.223%,1.265%,-,-,0,羛祇,30.03% 基ず,303,0.05,12,-2.30,0.00%,0.00%
="06596P",じ碔99,25,5.35,5.60,10,4.673%,1.062%,-,-,0,羛祇,33.75% 基ず,320,0.05,5,-1.81,0.00%,274.73%
="06628P",伦DB,10,5.65,-,0,-,1.000%,-,-,0,羛祇,34.77% 基ず,325,0.05,39,-,65.67%,-
="030216",瓣HV,130,4.03,4.22,5,4.715%,1.882%,-,-,0,穝,34.54% 基ず,37.46,0.3120,24,3.59,0.00%,93.77%
="036817",JGじ,100,1.05,1.09,100,3.810%,2.754%,1.06,9.28%,465,穝,12.00% 基ず,45,0.15,27,5.31,70.12%,76.21%
="036849",ドLN,10,0.66,0.67,10,1.515%,2.921%,0.64,6.67%,42,穝,12.00% 基ず,45,0.10,27,6.10,60.75%,63.09%
="037752",MBッ伦,10,1.21,1.22,10,0.826%,2.184%,1.24,11.71%,155,穝,9.80% 基ず,45.90,0.15,45,4.16,81.01%,82.06%
="033095",瓣ND,3,1.24,-,0,-,4.204%,1.24,21.57%,230,穝,9.21% 基ず,46.15,0.26,11,8.74,57.19%,-
="036868",惩膀BE,30,1.34,1.40,30,4.478%,2.574%,-,-,0,穝,7.23% 基ず,47,0.20,27,4.84,90.03%,96.11%
="035906",N7ッ伦,10,0.48,0.51,10,6.250%,4.627%,0.55,17.02%,213,穝,4.59% 基ず,48.19,0.1270,8,7.68,85.81%,94.24%
="035852",AIじ,100,1.56,-,0,-,1.585%,-,-,0,穝,35.87% 基ず,46,0.09,39,-,77.85%,-
="037402",E5瓣,0,-,-,0,-,-,-,-,0,穝,30.21% 基ず,48,0.12,39,-,-,-
="035755",K6ッ伦,10,0.86,0.89,10,3.488%,3.019%,-,-,0,穝,16.63% 基ず,53.59,0.0920,6,6.00,100.33%,119.77%
="035781",瓣1I,390,1.34,1.37,10,2.239%,3.143%,1.50,25%,1,穝,15.74% 基ず,54,0.15,6,5.76,95.65%,108.76%
="035691",竤痲G8,25,1.05,1.10,10,4.762%,2.135%,-,-,0,穝,13.64% 基ず,55,0.10,39,4.28,77.61%,84.87%
="036765",AG瓣,400,1.22,1.29,10,5.738%,2.521%,1.19,1.71%,10,穝,7.76% 基ず,58,0.15,26,5.29,86.28%,94.01%
="035849",AFじ,0,-,-,0,-,-,-,-,0,竡订,19.85% 基ず,32.50,0.20,39,-,-,-
="037142",6T碔ü,50,2.61,2.68,15,2.682%,2.572%,-,-,0,竡订,14.56% 基ず,34,0.45,33,5.42,58.13%,62.86%
="036053",ッNU,10,2.15,2.23,10,3.721%,3.659%,-,-,0,竡订,11.29% 基ず,35,0.50,12,7.88,59.06%,68.48%
="036407",CTッ伦,10,1.77,1.87,10,5.650%,3.171%,-,-,0,竡订,10.69% 基ず,35.19,0.39,24,6.61,55.79%,64.27%
="036105",惩膀9Y,30,0.79,0.89,30,12.658%,4.837%,-,-,0,竡订,2.50% 基ず,38,0.35,12,9.93,61.92%,72.23%
="037509",JPッ伦,10,0.76,0.77,10,1.316%,2.637%,-,-,0,竡订,0.59% 基,39.18,0.2350,39,6.37,64.85%,65.67%
="07149P",F1竤痲,25,1.56,1.61,10,3.205%,3.400%,1.58,-7.60%,1159,Θ,0.23% 基ず,220,0.10,39,-6.47,53.92%,55.64%
="07231P",伦MR,10,4.19,4.24,10,1.193%,1.926%,3.84,-7.47%,10,Θ,13.92% 基ず,255,0.10,45,-4.20,58.83%,60.75%
="06729P",CHッ伦,10,1.62,1.68,10,3.704%,2.191%,-,-,0,Θ,16.28% 基ず,262.19,0.0370,24,-4.20,51.34%,64.62%
="06045P",8Q惩膀,30,4.65,4.75,30,2.151%,2.147%,4.33,-9.22%,10,Θ,17.25% 基ず,265.24,0.1020,24,-4.76,33.79%,51.11%
="07135P",XSじ,100,2.67,2.72,10,1.873%,1.730%,-,-,0,Θ,18.70% 基ず,270,0.05,39,-3.37,57.89%,63.33%
