2016/01/22,20:18:06
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="035899",BG参,20,1.58,1.64,10,3.798%,2.295%,-,-,0,F-腞伦,31.45% 基ず,244.20,0.02,39,3.59,58.25%,76.21%
="037494",惩膀HB,30,1.91,2.01,30,5.236%,2.328%,-,-,0,F-腞伦,28.40% 基ず,250,0.0250,39,3.49,72.34%,89.38%
="034330",じ25,100,2.23,2.33,10,4.484%,2.453%,2.43,8.48%,10,F-腞伦,27.28% 基ず,252.21,0.0310,39,3.59,58.83%,74.92%
="036933",じ碔8U,25,1.67,1.72,10,2.994%,3.032%,-,-,0,F-腞伦,18.89% 基ず,270,0.03,28,4.77,62.98%,70.88%
="036612",IDじ,100,0.65,0.67,100,3.077%,4.182%,0.62,-10.14%,50,F-腞伦,7.00% 基ず,300,0.02,24,7.14,62.93%,66.34%
="036084",BEッ伦,10,0.79,0.80,10,1.266%,5.362%,0.83,5.06%,20,F-腞伦,3.32% 基ず,310.70,0.0340,12,8.16,76.24%,77.55%
="720580",T1じ碔,25,1.61,1.71,10,6.211%,6.010%,-,-,0,鯺躦,17.00% 基ず,100,0.08,45,4.42,59.53%,70.00%
="720531",RSッ伦,10,0.70,0.71,10,1.429%,6.123%,0.70,6.06%,30,鯺躦,3.45% 基ず,113.10,0.05,40,5.06,77.73%,79.08%
="720117",じW8,100,0.43,0.53,10,23.256%,9.173%,0.44,4.76%,38,鯺躦,1.74% 基ず,115,0.05,39,7.67,49.06%,62.33%
="72009P",眃㎝U9,10,0.20,0.23,10,15.000%,4.930%,-,-,0,皇龟,0.24% 基ず,68.06,0.0330,26,-4.75,82.77%,95.32%
="72161P",眃㎝PH,10,0.37,0.40,70,8.108%,3.596%,0.38,0%,30,砍岭,5.65% 基ず,53.84,0.0550,25,-3.97,92.95%,103.20%
="07137P",XUじ,100,0.52,0.53,100,1.923%,2.696%,-,-,0,絥,2.00% 基,150,0.0350,39,-4.24,82.88%,84.35%
="06959P",JNじ,100,0.85,0.95,10,11.765%,1.966%,-,-,0,絥,21.54% 基ず,195,0.02,28,-2.81,56.14%,104.54%
="719975",惩膀PU,30,1.06,1.11,30,4.717%,5.362%,-,-,0,痴,5.22% 基ず,90,0.10,31,5.57,73.87%,78.67%
="720476",TNら脖,100,1.31,1.32,10,0.763%,2.102%,1.44,-0.69%,20,,19.46% 基ず,28,0.20,35,3.72,80.19%,82.06%
="07018P",じ碔9Y,25,0.49,0.51,40,4.082%,2.938%,-,-,0,璓,0.69% 基,36.50,0.20,33,-6.56,58.83%,61.10%
="036397",じ碔5G,25,0.53,0.56,10,5.660%,3.410%,-,-,0,璓,2.00% 基,37.50,0.25,24,8.20,64.50%,67.66%
="06822P",じ碔6K,25,0.54,0.64,10,18.519%,3.500%,-,-,0,㎝河,3.68% 基ず,76,0.10,24,-7.13,50.64%,64.09%
="06641P",惩膀7U,30,0.75,0.79,30,5.333%,4.740%,-,-,0,㎝河,4.15% 基ず,76.37,0.1570,8,-9.81,66.14%,72.46%
="07163P",伦LV,10,0.79,0.83,10,5.063%,2.432%,-,-,0,㎝河,5.43% 基ず,77.40,0.10,40,-5.19,56.37%,60.52%
="07178P",G2竤痲,25,1.08,1.10,10,1.852%,2.006%,-,-,0,㎝河,8.50% 基ず,80,0.10,40,-4.09,68.60%,70.71%
="06876P",AC瓣,480,1.07,-,0,-,2.451%,1.09,-31.45%,115,㎝河,11.81% 基ず,83,0.10,25,-5.53,50.64%,-
="720319",じTY,100,5.10,5.15,10,0.980%,1.215%,5,-2.91%,28,F-腳,78.28% 基ず,121.16,0.0540,24,2.29,0.00%,112.51%
="720325",PTッ伦,10,3.66,3.71,10,1.366%,1.409%,-,-,0,F-腳,61.22% 基ず,133.98,0.0450,24,2.61,0.00%,90.03%
="720415",TFじ,100,4.05,4.11,10,1.482%,1.412%,3.98,11.17%,20,F-腳,60.00% 基ず,135,0.05,28,2.69,0.00%,103.14%
="720407",Q8じ碔,25,3.88,3.96,10,2.062%,1.472%,-,-,0,F-腳,56.52% 基ず,138,0.05,28,2.68,0.00%,99.39%
="720429",TKら脖,25,3.77,3.87,10,2.653%,1.509%,-,-,0,F-腳,54.29% 基ず,140,0.05,31,2.75,0.00%,94.71%
="720177",じ碔PG,25,2.51,2.57,10,2.390%,1.738%,-,-,0,F-腳,44.85% 基ず,149.12,0.0380,8,3.17,0.00%,146.29%
="720514",QMじ,100,2.70,2.74,10,1.482%,1.641%,2.60,10.64%,10,F-腳,44.00% 基ず,150,0.04,39,3.14,74.10%,85.34%
="719851",竤痲RG,25,2.60,2.68,2,3.077%,2.251%,2.63,21.76%,11,F-腳,28.76% 基ず,167.76,0.0540,24,4.20,0.00%,69.89%
="720560",RYッ伦,10,2,2.05,10,2.500%,1.920%,-,-,0,F-腳,27.52% 基ず,169.38,0.0380,45,3.38,79.84%,86.81%
="719879",じP5,99,1.36,1.40,10,2.941%,3.021%,1.36,12.40%,8,F-腳,15.88% 基ず,186.40,0.0430,24,6.01,52.16%,59.88%
="06683P",ドKR,10,1.36,1.46,10,7.353%,2.912%,-,-,0,F-坎供,17.14% 基ず,77,0.1040,12,-4.16,0.00%,95.65%
="720390",PHじ,100,0.38,0.39,10,2.632%,5.583%,0.39,-2.50%,189,F-眯风,2.88% 基ず,218.70,0.0210,27,7.31,60.33%,62.33%
="72101P",竤痲RA,25,2.67,2.72,10,1.873%,3.188%,-,-,0,F-眯风,7.41% 基ず,243,0.0770,24,-3.59,103.26%,106.07%
="72092P",竤痲QE,25,3,3.10,10,3.333%,2.173%,2.98,-4.49%,1,F-眯风,25.33% 基ず,301.32,0.0390,10,-2.62,100.33%,143.01%
="720245",竤痲TE,25,1.16,1.18,10,1.724%,1.821%,1.17,6.36%,37,地琍,28.73% 基ず,57.25,0.0670,24,3.89,83.00%,91.43%
="720228",Z9ッ伦,10,0.74,0.78,10,5.405%,2.690%,-,-,0,地琍,13.07% 基ず,65.18,0.0670,12,4.95,114.85%,128.72%
="718696",PLら脖,150,0.40,0.41,30,2.500%,3.299%,0.41,13.89%,140,地琍,2.76% 基ず,71.72,0.0670,24,6.60,65.26%,67.25%
="720379",PBじ,100,0.48,0.49,10,2.083%,2.740%,0.50,8.70%,60,地琍,2.76% 基ず,71.72,0.0670,26,5.88,78.20%,80.13%
="720462",じUU,100,1.03,1.13,10,9.709%,2.362%,-,-,0,F-吏,24.65% 基ず,57.60,0.0610,33,3.21,99.86%,126.38%
="720351",QAッ伦,10,0.68,0.71,10,4.412%,2.549%,-,-,0,F-吏,16.84% 基ず,61.45,0.0450,24,3.41,131.53%,142.42%
="037417",伦KZ,10,1.53,1.56,10,1.961%,2.932%,1.56,9.09%,7,F-馴秤,25.65% 基ず,115,0.05,39,4.19,52.04%,59.88%
="037290",NXじ,20,2.11,2.19,10,3.792%,3.282%,-,-,0,F-馴秤,20.42% 基ず,120,0.08,39,4.63,53.45%,62.86%
="037428",穝1H,10,1.83,1.91,10,4.372%,4.112%,-,-,0,F-馴秤,11.15% 基ず,130,0.10,39,5.93,50.76%,56.14%
="037196",HLッ伦,10,1.17,1.18,10,0.855%,3.700%,1.13,9.71%,30,F-馴秤,8.30% 基ず,133.43,0.0610,34,5.32,75.27%,76.27%
="037668",LDッ伦,10,0.67,0.68,10,1.493%,2.975%,0.67,13.56%,91,F-馴秤,1.70% 基,147,0.0440,45,5.06,79.72%,80.83%
="719120",参RC,10,1.09,1.15,10,5.505%,6.700%,-,-,0,獺鱺,12.72% 基ず,275.90,0.0250,39,5.32,55.44%,63.04%
="720578",S8じ碔,25,0.66,0.71,20,7.576%,3.802%,-,-,0,﹜供,4.00% 基ず,80,0.06,45,4.47,80.54%,87.98%
="720529",RQッ伦,10,0.64,0.65,10,1.563%,3.940%,0.63,0%,90,﹜供,0.42% 基,83.55,0.0750,40,5.43,78.20%,79.43%
="720443",QAじ,100,0.65,0.75,10,15.385%,4.855%,0.72,4.35%,158,啾承,7.58% 基ず,11.34,0.5070,31,5.89,55.79%,71.29%
="035845",ら脖LU,250,1.54,1.59,10,3.247%,3.304%,-,-,0,い経,14.71% 基ず,70,0.15,7,7.30,0.00%,71.29%
="036099",惩膀9N,30,0.95,1.05,30,10.526%,4.570%,-,-,0,い経,7.07% 基ず,75,0.15,12,9.13,51.81%,66.26%
="036232",DMじ,100,0.81,0.90,10,11.111%,3.919%,-,-,0,い経,7.07% 基ず,75,0.12,24,8.24,42.69%,53.68%
="036280",3K碔ü,10,1.78,1.83,10,2.809%,2.769%,-,-,0,い経,7.07% 基ず,75,0.20,45,6.03,52.98%,55.32%
="037086",じ碔9V,25,1.07,1.09,25,1.869%,2.784%,-,-,0,い経,6.36% 基ず,75.50,0.12,33,5.89,65.67%,67.54%
="036905",ら脖18,300,0.73,0.82,10,12.329%,4.431%,-,-,0,い経,2.95% 基ず,78,0.15,28,9.65,40.35%,47.36%
="720188",Y1ッ伦,10,1.19,1.27,10,6.723%,3.564%,1.34,6.35%,10,,14.19% 基ず,27.63,0.30,8,6.35,52.51%,87.21%
="720153",SXら脖,25,1.23,1.26,10,2.439%,2.491%,1.27,9.48%,21,醇玜,23.34% 基ず,52.70,0.1040,7,5.16,0.00%,0.00%
="720285",PJッ伦,10,1.78,1.84,10,3.371%,2.273%,-,-,0,醇玜,23.27% 基ず,52.73,0.1440,24,4.62,39.41%,63.80%
="720269",VVじ,0,-,-,0,-,-,1.74,-3.87%,20,醇玜,16.97% 基ず,55.57,0.1570,45,4.65,-,-
="720223",惩膀RC,30,0.81,0.91,30,12.346%,3.468%,-,-,0,醇玜,13.06% 基ず,57.49,0.1040,12,6.43,51.11%,86.98%
="720213",Z2ッ伦,10,0.93,0.94,10,1.075%,4.043%,0.87,3.57%,10,醇玜,10.17% 基ず,59,0.1460,11,9.02,49.24%,52.04%
="720508",Y3伦,0,-,-,0,-,-,-,-,0,い垂,50.52% 基ず,29,0.25,40,-,-,-
="720466",X9伦,10,2.90,-,0,-,1.525%,-,-,0,い垂,36.41% 基ず,32,0.25,34,-,0.00%,-
="720569",竤痲UY,25,1.96,2,10,2.041%,1.694%,-,-,0,い垂,27.04% 基ず,34.36,0.20,45,3.98,57.19%,64.27%
="720157",W7伦,10,1.98,2.01,10,1.515%,2.025%,2.15,24.28%,10,い垂,21.25% 基ず,36,0.25,39,4.54,43.15%,47.83%
="720287",PLッ伦,10,2.23,2.31,10,3.587%,2.109%,-,-,0,い垂,20.78% 基ず,36.14,0.28,24,4.77,64.73%,76.91%
="720456",R5じ碔,25,1.67,1.71,10,2.395%,2.258%,-,-,0,い垂,14.87% 基ず,38,0.25,32,5.19,62.39%,66.61%
="720086",瓣XS,390,1.35,1.39,10,2.963%,3.320%,1.38,18.97%,140,い垂,13.82% 基ず,38.35,0.25,4,7.66,80.66%,103.14%
="720271",WUじ,100,1.33,1.39,10,4.511%,2.436%,1.30,2.36%,15,い垂,9.13% 基ず,40,0.25,45,5.99,52.98%,57.43%
="720155",惩膀QV,30,0.57,0.62,30,8.772%,5.682%,-,-,0,い垂,1.51% 基ず,43,0.30,7,12.94,64.27%,71.29%
="720077",W2伦,10,0.62,0.71,10,14.516%,3.869%,-,-,0,い垂,0.34% 基,43.80,0.25,39,8.65,43.97%,50.29%
="719624",じ碔T1,25,0.50,0.60,10,20.000%,17.801%,-,-,0,眒碔,0.77% 基ず,50.51,0.1630,24,8.34,54.50%,66.26%
="037203",惩膀DT,30,1.33,1.38,30,3.759%,3.361%,-,-,0,F-い,12.22% 基ず,45,0.20,34,5.86,53.21%,58.60%
="037244",NAじ,100,0.42,0.43,100,2.381%,5.071%,0.40,5.26%,19,F-い,1.00% 基ず,50,0.15,35,10.63,40.11%,41.22%
="06937P",ら脖10,25,0.53,0.54,25,1.887%,4.115%,0.56,-20%,10,F-い,1.00% 基,50,0.20,27,-7.96,53.21%,54.15%
="037537",伦MA,10,0.64,0.65,10,1.563%,3.860%,-,-,0,F-い,0.98% 基,51,0.20,40,8.02,50.52%,51.34%
="06867P",EBッ伦,10,0.73,0.74,10,1.370%,4.258%,-,-,0,F-い,3.55% 基ず,52.36,0.1920,25,-7.56,51.93%,52.98%
="06564P",惩膀5N,30,1.02,1.06,30,3.922%,3.254%,-,-,0,F-い,8.85% 基ず,55.40,0.1620,32,-5.34,53.21%,57.78%
="06824P",じ碔6M,25,0.96,0.99,10,3.125%,3.462%,-,-,0,F-い,9.82% 基ず,56,0.15,24,-5.73,52.98%,57.66%
="06624P",ASじ,100,1.48,1.54,10,4.054%,3.391%,1.54,-15.85%,30,F-い,12.93% 基ず,58,0.20,8,-6.13,0.00%,67.54%
="06397P",惩膀H3,30,2.45,2.55,30,4.082%,2.208%,-,-,0,F-い,18.36% 基ず,61.86,0.2170,24,-3.99,0.00%,61.92%
="720204",じRZ,100,0.70,0.72,10,2.857%,4.267%,-,-,0,风肚,13.92% 基ず,37,0.1320,11,7.24,53.45%,65.67%
="720218",TCら脖,25,0.61,0.62,25,1.639%,7.362%,0.63,1.61%,127,风肚,5.38% 基ず,40,0.20,12,9.57,58.83%,60.75%
="720290",TGら脖,10,1.16,1.25,10,7.759%,4.564%,-,-,0,地,14.71% 基ず,70,0.10,24,5.35,60.99%,76.91%
="036860",ら脖13,25,0.70,0.73,10,4.286%,2.891%,0.78,4%,187,眒垂,16.94% 基ず,3.60,1,27,4.47,69.42%,78.78%
="035872",AZじ,100,0.47,0.48,10,2.128%,3.172%,0.49,-16.95%,836,眒垂,5.25% 基ず,4,1,39,5.48,65.67%,67.54%
="720163",TUじ,100,1.51,1.60,10,5.960%,2.967%,-,-,0,耟,17.32% 基ず,42.49,0.1790,39,4.63,59.06%,70.12%
="720227",Z8ッ伦,10,0.90,1,10,11.111%,4.433%,-,-,0,耟,10.88% 基ず,44.96,0.1550,12,6.34,77.15%,100.33%
="72154P",PSッ伦,10,0.52,0.53,10,1.923%,3.644%,-,-,0,噜ü,0.15% 基ず,41.46,0.1750,24,-6.41,69.53%,70.82%
="72113P",じVR,100,0.84,0.89,10,5.952%,3.327%,-,-,0,噜ü,9.01% 基ず,45.50,0.1580,31,-5.10,56.26%,63.33%
="72159P",P9じ碔,25,1.04,1.07,10,2.885%,3.013%,-,-,0,噜ü,13.75% 基ず,48,0.15,24,-4.78,50.64%,58.13%
="06821P",じ碔6J,25,1.24,1.27,10,2.419%,2.053%,1.23,3.36%,161,风祸,12.65% 基ず,68,0.12,24,-4.23,75.51%,80.19%
="06864P",HUじ,100,1.13,1.15,10,1.770%,2.001%,1.20,9.09%,118,风祸,15.14% 基ず,70,0.10,24,-4.08,60.52%,65.44%
="06617P",惩膀7C,30,1.53,1.59,30,3.922%,2.299%,1.65,18.71%,170,风祸,16.34% 基ず,71,0.13,7,-4.38,82.53%,112.51%
="06634P",APッ伦,10,1.29,1.33,10,3.101%,2.191%,1.35,21.62%,15,风祸,16.81% 基ず,71.40,0.1050,8,-4.26,88.15%,109.70%
="07235P",ら脖54,25,1.54,1.57,25,1.948%,1.379%,-,-,0,风祸,17.50% 基ず,72,0.10,45,-2.67,82.30%,86.51%
="07102P",眃㎝M7,10,1.24,1.27,10,2.419%,1.437%,1.28,7.56%,100,风祸,18.55% 基ず,72.93,0.08,39,-2.77,78.55%,84.40%
="07230P",伦MQ,6,1.96,2.04,10,4.082%,1.207%,1.96,4.26%,22,风祸,23.45% 基ず,77.60,0.10,45,-2.42,75.97%,88.62%
="06598P",じ碔1C,25,2.06,2.07,25,0.485%,1.485%,2.06,10.75%,85,风祸,23.85% 基ず,78,0.11,6,-3.17,116.25%,127.55%
="07010P",惩膀CS,30,1.75,1.79,30,2.286%,1.292%,-,-,0,风祸,23.85% 基ず,78,0.09,32,-2.58,77.85%,88.15%
="06611P",じ9L,100,2.08,2.11,10,1.442%,1.202%,2.11,8.76%,23,风祸,25.75% 基ず,80,0.10,39,-2.43,57.19%,66.61%
="06726P",竤痲M4,25,2.09,2.19,10,4.785%,1.270%,-,-,0,风祸,25.75% 基ず,80,0.10,24,-2.47,75.97%,107.35%
="720207",じTF,100,0.42,0.43,10,2.381%,2.664%,0.42,-4.55%,151,撅,6.17% 基ず,35.32,0.1020,40,6.00,59.30%,61.40%
="035956",惩膀8L,30,2.07,2.16,30,4.348%,2.862%,-,-,0,Θ,18.91% 基ず,55,0.20,8,6.08,0.00%,90.96%
="035967",じ碔1V,25,1.87,1.91,20,2.139%,2.851%,-,-,0,Θ,18.91% 基ず,55,0.18,8,5.94,0.00%,76.91%
="037317",穝1B,10,2.13,2.21,10,3.756%,2.709%,-,-,0,Θ,18.91% 基ず,55,0.20,39,5.61,33.79%,45.96%
="035471",伦AU,10,1.88,1.93,10,2.660%,3.177%,-,-,0,Θ,14.06% 基ず,57.34,0.2120,31,6.12,46.43%,51.58%
="037546",伦MK,10,1.35,1.40,10,3.704%,3.023%,-,-,0,Θ,13.25% 基ず,57.75,0.15,40,5.69,48.89%,54.15%
="035656",瓣99,350,1.47,-,0,-,4.271%,1.48,0%,31,Θ,11.83% 基ず,58.48,0.2120,4,8.95,30.05%,-
="035915",AGッ伦,10,1.34,1.42,10,5.970%,4.806%,-,-,0,Θ,9.79% 基ず,59.57,0.22,8,9.30,50.64%,68.01%
="035867",AUじ,100,1.80,1.86,10,3.333%,3.459%,-,-,0,Θ,9.00% 基ず,60,0.25,39,6.58,46.90%,50.17%
="037065",ッ22,10,1.79,1.85,10,3.352%,3.565%,-,-,0,Θ,9.00% 基ず,60,0.25,32,6.67,51.11%,55.09%
="037442",惩膀GS,30,1.52,1.58,30,3.947%,3.277%,-,-,0,Θ,9.00% 基ず,60,0.20,39,6.10,52.51%,56.49%
="720282",PGッ伦,10,1.29,1.38,10,6.977%,3.806%,-,-,0,ミ狠,17.84% 基ず,30.89,0.1960,24,4.30,88.15%,105.01%
="720201",じ碔PQ,25,0.43,0.47,10,9.302%,7.564%,-,-,0,ミ狠,2.56% 基ず,35.49,0.1870,11,9.24,71.76%,80.54%
="037634",ZEじ,100,0.53,0.54,10,1.887%,3.844%,0.57,3.64%,140,,1.00% 基ず,20,0.32,41,6.37,56.96%,58.13%
="06252P",4H竤痲,25,4.06,4.16,10,2.463%,2.229%,-,-,0,皃,6.94% 基ず,75.22,0.4040,26,-3.88,92.84%,96.11%
="06560P",じ8M,100,1.67,1.69,100,1.198%,1.535%,-,-,0,皃,21.63% 基ず,89.32,0.0850,32,-3.19,56.26%,62.86%
="06652P",惩膀9A,30,1.25,1.29,30,3.200%,1.059%,-,-,0,皃,29.09% 基ず,98.72,0.0430,40,-2.09,67.08%,87.68%
="06352P",6D竤痲,25,4.42,4.50,10,1.810%,0.799%,-,-,0,皃,35.26% 基ず,108.13,0.1140,39,-1.58,90.03%,105.01%
="06356P",6Q竤痲,25,3.20,3.30,10,3.125%,0.717%,-,-,0,皃,37.96% 基ず,112.83,0.0740,39,-1.41,90.03%,120.05%
="06396P",7P竤痲,25,3.32,3.42,10,3.012%,0.504%,-,-,0,皃,46.82% 基ず,131.63,0.0540,45,-1.02,75.04%,134.58%
="036121",CWじ,0,-,-,0,-,-,-,-,0,猋筿,0.92% 基ず,65,0.0790,42,-,-,-
="036173",06惩膀,30,0.42,0.52,30,23.810%,5.333%,-,-,0,猋筿,0.92% 基ず,65,0.10,24,7.78,57.48%,72.40%
="720485",穝S9,10,0.68,0.73,10,7.353%,4.304%,-,-,0,嵇,5.36% 基ず,22.40,0.35,39,7.90,40.81%,45.96%
="037416",伦KY,0,-,-,0,-,-,-,-,0,眃滴,51.33% 基ず,15,0.40,39,-,-,-
="035846",ら脖LV,25,1.70,1.75,10,2.941%,2.661%,1.69,-14.65%,20,眃滴,25.07% 基ず,18.15,0.3860,7,5.02,0.00%,0.00%
="036054",ッNV,10,2.31,2.37,10,2.597%,2.718%,2.43,-10%,10,眃滴,23.50% 基ず,18.38,0.5510,12,4.95,0.00%,0.00%
="036835",ETッ伦,10,1.62,1.72,10,6.173%,2.475%,-,-,0,眃滴,21.46% 基ず,18.69,0.3860,27,4.47,58.13%,77.85%
="035861",じ碔1G,25,1.71,1.81,10,5.848%,3.633%,-,-,0,眃滴,16.35% 基ず,19.51,0.5510,7,6.51,0.00%,78.78%
="035995",BWじ,100,1.24,1.27,10,2.419%,2.490%,-,-,0,眃滴,16.35% 基ず,19.51,0.3310,40,4.78,59.53%,63.80%
="035664",H5ッ伦,10,0.60,0.70,10,16.667%,6.859%,-,-,0,眃滴,6.62% 基ず,21.29,0.4190,4,11.83,37.54%,82.53%
="037286",NTじ,100,2.90,-,0,-,1.553%,-,-,0,币,52.73% 基ず,55,0.10,39,-,0.00%,-
="037239",惩膀EL,30,2.45,2.49,30,1.633%,1.828%,2.48,8.77%,15,币,40.00% 基ず,60,0.10,35,3.18,70.35%,83.00%
="035868",AVじ,100,1.87,1.92,10,2.674%,2.558%,1.87,8.09%,5,币,27.04% 基ず,66.12,0.1060,8,4.63,0.00%,95.65%
="037304",IEッ伦,10,1.81,1.84,10,1.658%,2.175%,-,-,0,币,26.37% 基ず,66.47,0.0920,39,3.57,80.89%,85.81%
="036853",AM瓣,360,1.43,1.47,10,2.797%,2.902%,-,-,0,币,18.31% 基ず,71,0.10,27,4.90,64.50%,71.76%
="037534",伦LS,10,1.41,1.46,10,3.546%,2.760%,-,-,0,币,16.68% 基ず,71.99,0.10,40,4.62,60.52%,66.96%
="036935",じ碔8W,25,1.40,1.43,10,2.143%,3.210%,-,-,0,币,12.00% 基ず,75,0.12,28,5.37,68.95%,72.23%
="035138",惩膀2C,30,1.08,1.13,30,4.630%,3.678%,-,-,0,币,11.16% 基ず,75.57,0.1060,24,6.25,58.36%,65.55%
="035857",APじ,100,0.94,0.97,100,3.192%,3.196%,0.92,6.98%,120,币,11.16% 基ず,75.57,0.0850,39,5.77,55.67%,59.65%
="035468",伦AR,10,1.18,1.23,10,4.237%,4.009%,-,-,0,币,4.62% 基ず,80.29,0.1590,31,7.08,55.20%,58.60%
="036631",DXッ伦,10,0.81,0.82,10,1.235%,3.653%,-,-,0,币,3.02% 基ず,81.54,0.1050,24,6.51,74.80%,75.97%
="035978",BL参,20,0.59,0.60,20,1.695%,3.627%,0.57,11.76%,6,币,2.59% 基ず,81.88,0.0790,40,6.92,57.08%,58.25%
="036458",GMじ,100,0.45,0.46,100,2.222%,4.889%,0.45,15.38%,100,币,1.18% 基,85,0.10,24,9.34,56.90%,58.07%
="036160",じ碔3B,25,1.70,1.76,25,3.529%,3.803%,-,-,0,ミ繠,15.96% 基ず,166,0.06,24,5.77,52.63%,61.69%
="035874",BBじ,400,1.60,1.68,50,5.000%,4.714%,-,-,0,ミ繠,13.24% 基ず,170,0.07,8,7.54,51.58%,76.68%
="037579",ら脖45,25,1.11,1.13,125,1.802%,4.851%,-,-,0,ミ繠,8.15% 基ず,178,0.05,40,6.02,55.14%,56.90%
="035788",惩膀6Y,30,0.71,0.73,30,2.817%,7.588%,-,-,0,ミ繠,6.94% 基ず,180,0.05,6,10.94,61.92%,67.66%
="034928",8M竤痲,25,1,1.05,10,5.000%,6.782%,-,-,0,ミ繠,5.93% 基ず,181.72,0.0630,24,8.26,48.83%,53.39%
="037786",じ碔G7,25,0.87,0.88,25,1.149%,4.688%,-,-,0,ミ繠,4.05% 基ず,185,0.04,45,5.42,66.17%,67.13%
="033261",E8参,20,0.43,0.44,20,2.326%,5.401%,0.43,-4.44%,208,ミ繠,0.44% 基ず,191.66,0.0360,45,8.80,41.94%,42.98%
="034328",K8参,10,2.02,2.08,10,2.970%,2.765%,-,-,0,Π訥,30.98% 基ず,400.83,0.0160,39,3.83,49.35%,66.67%
="036852",AL瓣,280,1.81,1.90,10,4.972%,3.094%,-,-,0,Π訥,26.06% 基ず,416.47,0.0160,27,4.02,66.96%,87.39%
="036632",DYッ伦,10,1.07,1.08,10,0.935%,4.247%,1.09,9%,350,Π訥,11.28% 基ず,471.78,0.0150,24,5.37,75.65%,77.17%
="720478",QZッ伦,10,1.30,1.38,10,6.154%,4.583%,-,-,0,垂赸,26.32% 基ず,24.66,0.16,35,2.91,118.13%,135.98%
="037040",LCじ,100,0.56,0.65,10,16.071%,3.887%,-,-,0,眷簙,7.67% 基ず,300,0.0150,32,5.39,64.51%,81.84%
="06502P",竤痲B2,25,0.66,0.68,10,3.030%,3.946%,0.74,-8.64%,163,眷簙,0.94% 基,320,0.03,25,-5.78,70.03%,72.01%
="033022",D4参,10,0.72,0.80,10,11.111%,2.501%,-,-,0,F-,9.85% 基ず,333.19,0.0150,40,5.11,60.99%,73.65%
="032696",A6参,10,0.30,0.40,10,33.333%,6.499%,-,-,0,F-,3.52% 基ず,353.54,0.0160,4,11.16,75.51%,119.44%
="06944P",じ碔8P,25,0.58,0.60,25,3.448%,1.984%,-,-,0,F-癟,5.05% 基ず,105,0.05,27,-4.59,78.58%,82.30%
="034799",7X竤痲,25,6.05,-,0,-,1.215%,-,-,0,F-眃ね,61.65% 基ず,191.77,0.0520,24,-,0.00%,-
="034879",眃㎝J8,10,6.10,6.30,10,3.279%,1.429%,-,-,0,F-眃ね,46.85% 基ず,211.10,0.0630,24,3.11,0.00%,85.34%
="035137",惩膀2B,30,0.71,0.81,30,14.085%,6.860%,-,-,0,腳,9.27% 基ず,102.50,0.0630,24,6.96,46.19%,63.91%
="719591",RTら脖,25,0.29,0.32,25,10.345%,4.243%,0.30,3.45%,106,騗緼,0.68% 基,27.89,0.1290,40,6.38,62.98%,69.30%
="035853",AJじ,100,0.94,1.04,10,10.638%,4.522%,-,-,0,承,16.65% 基ず,77.50,0.06,39,4.25,67.54%,86.04%
="035847",ら脖LW,25,0.92,0.93,10,1.087%,6.400%,0.90,1.12%,21,承,15.90% 基ず,78,0.07,7,6.71,94.24%,99.86%
="036951",じ碔9C,25,0.79,0.82,25,3.798%,5.276%,-,-,0,承,2.73% 基ず,88,0.08,31,5.33,82.24%,85.93%
="036462",GSじ,100,0.48,0.50,50,4.167%,7.907%,0.51,6.25%,505,承,0.44% 基ず,90,0.08,24,7.73,62.04%,64.73%
="037648",惩膀JD,30,0.82,0.83,30,1.220%,4.692%,0.82,3.80%,229,承,0.44% 基ず,90,0.08,41,4.96,82.47%,83.53%
="037771",G9瓣,30,0.57,0.58,30,1.754%,5.078%,0.55,5.77%,1186,承,0.44% 基ず,90,0.06,45,5.51,72.70%,74.04%
="72186P",惩膀SB,30,0.84,0.87,30,3.571%,2.067%,-,-,0,呼產,5.83% 基ず,300,0.02,41,-3.45,84.01%,87.96%
="72147P",じ碔QF,25,1.74,1.80,25,3.448%,2.386%,1.86,19.23%,10,呼產,14.79% 基ず,331.54,0.0330,24,-3.97,61.40%,70.35%
="72155P",P3じ碔,25,1.89,1.94,10,2.646%,1.560%,-,-,0,呼產,23.31% 基ず,368.38,0.0220,24,-2.93,51.58%,76.44%
="72149P",碔üV8,50,2.44,2.52,10,3.279%,1.214%,2.52,10.04%,30,呼產,28.33% 基ず,394.17,0.0220,24,-2.26,0.00%,94.71%
="720457",じUX,100,0.83,0.87,10,4.819%,4.604%,0.87,4.82%,10,じび,6.54% 基ず,13,0.60,32,6.54,55.32%,59.77%
="719957",V3伦,10,0.49,0.50,10,2.041%,5.803%,0.53,12.77%,132,じび,3.36% 基ず,13.40,0.50,31,8.21,45.49%,46.66%
="720260",じ碔QA,25,0.42,0.45,10,7.143%,7.011%,-,-,0,じび,1.07% 基,14,0.65,24,10.22,49.70%,52.98%
="720358",じ靡SR,499,0.29,0.30,10,3.448%,3.407%,0.31,0%,41,ヮ伦,1.28% 基ず,73.56,0.0540,24,7.34,63.68%,66.14%
