2016/01/26,11:57:58
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="06759P",瓣2L,270,1.88,1.98,10,5.319%,1.620%,-,-,0,ミ,22.60% 基ず,2751.76,0.0030,21,-2.91,63.18%,97.78%
="06772P",じ碔5A,0,-,-,0,-,-,-,-,0,ミ,22.78% 基ず,2751.76,0.0050,21,-,-,-
="06994P",伦JD,499,4.05,4.09,10,0.993%,1.847%,-,-,0,ミ,27.43% 基ず,2935.10,0.0050,28,-2.44,59.24%,72.40%
="05659P",LZ碔ü,0,-,2.09,2,-,-,2.09,-16.40%,12,ミ,27.76% 基ず,2948.31,0.0020,42,-1.81,-,160.84%
="06064P",9B惩膀,200,3.86,3.96,10,2.591%,1.141%,-,-,0,ミ,31.20% 基ず,3095.73,0.0040,21,-2.08,68.95%,112.39%
="06422P",AF参,499,2.13,2.22,10,4.225%,0.976%,-,-,0,ミ,33.45% 基ず,3200.69,0.0020,42,-1.80,0.00%,96.35%
="06065P",9C惩膀,200,2.52,2.62,10,3.968%,0.894%,-,-,0,ミ,37.18% 基ず,3390.56,0.0020,21,-1.52,85.11%,155.75%
="06418P",8F竤痲,119,4.21,4.31,10,2.375%,0.806%,-,-,0,ミ,39.80% 基ず,3537.97,0.0030,21,-1.43,0.00%,145.23%
="036717",ISじ,100,2.36,-,0,-,1.436%,-,-,0,鑒,49.53% 基ず,19.16,0.25,23,-,0.00%,-
="037253",HRッ伦,499,2.75,2.84,10,3.273%,1.572%,-,-,0,鑒,40.93% 基ず,20.33,0.3240,32,3.07,75.04%,99.39%
="037571",YYじ,100,2.69,2.79,10,3.718%,1.753%,-,-,0,鑒,32.89% 基ず,21.56,0.3650,37,3.44,69.42%,86.28%
="037622",KUッ伦,499,2.17,2.25,10,3.687%,1.906%,-,-,0,鑒,24.24% 基ず,23.06,0.3390,38,3.61,81.59%,90.96%
="035529",じ7Z,100,1.01,1.11,10,9.901%,2.469%,-,-,0,鑒,19.57% 基ず,23.96,0.2070,28,4.81,49.70%,77.85%
="036083",BDッ伦,499,1.46,1.53,10,4.795%,3.087%,-,-,0,鑒,17.18% 基ず,24.45,0.3440,9,6.06,56.26%,88.15%
="036146",竤痲K9,100,1.66,1.74,10,4.819%,2.191%,-,-,0,鑒,15.01% 基ず,24.91,0.3340,39,4.21,75.97%,84.40%
="037795",MJッ伦,499,1.20,1.24,17,3.333%,2.151%,-,-,0,鑒,9.48% 基ず,26.17,0.2660,43,4.24,82.06%,86.28%
="035154",9Q竤痲,10,1.11,1.21,10,9.009%,3.264%,-,-,0,鑒,6.78% 基ず,26.83,0.3760,21,6.27,70.82%,81.59%
="033510",瓣NR,499,0.69,0.71,10,2.899%,4.096%,0.72,1.41%,60,鑒,4.95% 基ず,27.30,0.3130,21,8.35,52.51%,55.09%
="033450",1K竤痲,100,0.35,0.38,10,8.571%,3.650%,-,-,0,鑒,0.35% 基,28.75,0.1810,21,7.53,71.41%,77.38%
="037309",IJッ伦,499,1.71,1.75,10,2.339%,2.293%,-,-,0,獺ü,21.20% 基ず,50.66,0.1420,36,4.20,68.71%,74.57%
="035787",惩膀6X,400,1.46,1.53,10,4.795%,2.722%,-,-,0,獺ü,20.63% 基ず,50.90,0.14,3,5.45,0.00%,165.03%
="036656",IIじ,100,1.73,1.81,10,4.624%,2.634%,-,-,0,獺ü,20.63% 基ず,50.90,0.1620,22,5.13,46.90%,68.48%
="036973",KMじ,400,0.97,1,50,3.093%,3.860%,0.99,1.02%,20,獺ü,2.06% 基ず,60.16,0.2160,28,7.84,56.26%,58.36%
="034396",MGじ碔,499,0.39,0.40,100,2.564%,6.046%,-,-,0,獺ü,1.22% 基,62.16,0.2050,7,14.87,65.67%,67.08%
="06844P",眃㎝L8,168,0.30,0.32,108,6.667%,3.733%,-,-,0,紈,1.53% 基,43.68,0.12,21,-7.36,67.08%,71.00%
="037712",伦MW,499,1.20,-,0,-,3.736%,1.12,-0.88%,3,羛碟,17.06% 基ず,105.50,0.06,42,5.44,49.82%,-
="036540",HAじ,299,0.83,0.88,10,6.024%,5.418%,0.76,4.11%,10,羛碟,12.27% 基ず,110,0.06,21,8.25,31.45%,47.48%
="037583",惩膀HH,100,1.07,1.17,10,9.346%,4.377%,-,-,0,羛碟,10.27% 基ず,112,0.07,37,5.51,54.38%,65.26%
="036451",ッ05,499,1.11,1.16,10,4.505%,5.927%,-,-,0,羛碟,7.39% 基ず,115,0.10,21,7.73,50.76%,55.79%
="036027",じ碔2G,499,0.39,0.43,27,10.256%,11.275%,-,-,0,羛碟,2.92% 基ず,120,0.0750,8,14.43,43.04%,51.11%
="035842",ら脖LR,499,0.07,0.16,10,128.571%,51.370%,-,-,0,羛碟,1.20% 基,125,0.10,4,37.72,25.07%,43.33%
="037918",じD6,499,0.61,0.63,300,3.279%,5.066%,-,-,0,羛碟,1.20% 基,125,0.07,45,7.09,53.42%,55.06%
="035213",じ5A,499,0.17,0.18,10,5.882%,12.988%,0.14,-6.67%,10,羛碟,1.54% 基,125.43,0.0540,21,20.48,33.33%,34.91%
="037254",HTッ伦,499,1.32,1.38,10,4.546%,3.493%,-,-,0,醇,11.23% 基ず,37.31,0.2430,32,5.58,60.52%,66.61%
="036301",EPじ,499,0.26,0.28,10,7.692%,6.782%,-,-,0,醇,1.72% 基ず,40.80,0.1320,21,11.97,39.76%,43.68%
="06344P",惩膀E4,600,0.79,0.83,10,5.063%,6.116%,-,-,0,醇,7.53% 基ず,44.88,0.2210,4,-9.38,66.61%,83.00%
="037373",じ碔B5,499,0.73,0.74,10,1.370%,3.793%,0.77,-2.53%,10,猋砍,0.80% 基,12.50,0.65,36,5.61,74.10%,75.51%
="037394",惩膀GF,499,0.67,0.77,10,14.925%,5.087%,-,-,0,猋砍,0.80% 基,12.50,0.80,36,7.22,56.02%,63.80%
="06946P",じ碔8R,599,0.53,0.54,10,1.887%,4.295%,-,-,0,猋砍,0.80% 基ず,12.50,0.50,24,-5.47,79.25%,81.13%
="720523",Y5伦,499,3.12,-,0,-,1.252%,-,-,0,铆婪,63.12% 基ず,32.92,0.15,37,-,0.00%,-
="720522",S2じ碔,100,4.14,-,0,-,1.258%,-,-,0,铆婪,62.73% 基ず,33,0.20,36,-,0.00%,-
="720549",QZじ,499,2.96,2.99,10,1.014%,1.318%,3.02,10.22%,63,铆婪,57.94% 基ず,34,0.15,38,2.62,0.00%,80.66%
="720625",竤痲VG,169,2.97,3.05,10,2.694%,1.310%,-,-,0,铆婪,57.94% 基ず,34,0.15,45,2.56,56.26%,95.65%
="720536",R9瓣,140,3.77,-,0,-,1.378%,-,-,0,铆婪,53.96% 基ず,34.88,0.20,37,-,0.00%,-
="720559",惩膀SG,100,3.80,3.90,10,2.632%,1.366%,3.83,11.01%,3,铆婪,53.43% 基ず,35,0.20,38,2.63,80.66%,105.95%
="720577",S7じ碔,499,3.77,-,0,-,1.374%,-,-,0,铆婪,53.43% 基ず,35,0.20,42,-,63.80%,-
="720516",RLッ伦,499,2.75,2.81,10,2.182%,1.415%,-,-,0,铆婪,50.63% 基ず,35.65,0.15,36,2.73,78.78%,100.33%
="720525",S3じ碔,100,3.56,-,0,-,1.455%,-,-,0,铆婪,49.17% 基ず,36,0.20,37,-,56.26%,-
="720568",竤痲UX,167,3.01,3.11,10,3.322%,1.680%,-,-,0,铆婪,37.83% 基ず,38.96,0.20,42,3.24,60.05%,80.66%
="720231",P6瓣,210,2.39,-,0,-,1.888%,-,-,0,铆婪,34.82% 基ず,39.83,0.1730,9,-,0.00%,-
="720566",RGじ,499,2.87,2.92,10,1.742%,1.741%,-,-,0,铆婪,34.25% 基ず,40,0.20,42,3.35,70.35%,78.32%
="720594",T6じ碔,100,2.83,-,0,-,1.763%,-,-,0,铆婪,34.25% 基ず,40,0.20,43,-,61.92%,-
="720584",SBッ伦,499,1.77,1.81,10,2.260%,1.884%,-,-,0,铆婪,25.59% 基ず,42.76,0.14,42,3.45,83.94%,89.79%
="720183",X5ッ伦,499,1.89,1.99,10,5.291%,2.497%,-,-,0,铆婪,24.36% 基ず,43.18,0.1810,5,4.74,0.00%,151.91%
="719974",V7伦,499,1.69,-,0,-,2.443%,-,-,0,铆婪,20.97% 基ず,44.39,0.1730,28,-,56.26%,-
="719972",穝Q1,200,1.10,1.18,10,7.273%,3.830%,1.05,17.98%,207,铆婪,9.04% 基ず,49.25,0.2160,28,8.75,37.07%,45.73%
="720206",じTE,400,1.75,1.80,50,2.857%,2.806%,1.77,21.23%,777,铆婪,9.04% 基ず,49.25,0.2590,37,5.52,62.63%,65.67%
="719866",U9伦,499,1.13,1.14,10,0.885%,3.907%,1.15,26.37%,254,铆婪,4.23% 基ず,51.52,0.2590,21,7.73,61.69%,62.63%
="719351",参RU,408,0.36,0.45,10,25.000%,5.192%,0.36,44%,30,铆婪,0.75% 基ず,53.30,0.13,21,10.69,49.35%,62.86%
="720277",VX材,50,2.05,2.15,10,4.878%,2.419%,-,-,0,グ鹅,23.94% 基ず,177.10,0.0460,21,4.20,74.80%,94.94%
="719616",参SN,168,0.65,0.66,18,1.539%,3.153%,0.66,-12%,921,グ鹅,4.91% 基ず,209.23,0.0280,42,5.91,59.71%,60.96%
="719799",竤痲QX,417,1.20,1.27,100,5.833%,3.670%,-,-,0,グ鹅,3.62% 基ず,211.83,0.0610,21,6.65,74.39%,80.07%
="72091P",竤痲QD,338,1.48,1.58,10,6.757%,5.751%,-,-,0,縖紈,10.10% 基ず,211.90,0.0620,7,-5.90,86.63%,106.42%
="720467",QXッ伦,499,0.67,0.68,33,1.493%,2.750%,0.64,4.92%,100,猧璝,10.15% 基ず,29.96,0.13,31,4.62,92.60%,94.83%
="037545",伦MJ,499,0.77,0.78,10,1.299%,3.952%,0.80,0%,10,春河,4.17% 基ず,60,0.15,37,7.48,47.25%,48.18%
="036229",DJじ,499,0.47,0.48,10,2.128%,6.577%,0.49,-7.55%,250,春河,2.59% 基ず,60.92,0.16,21,13.07,33.97%,35.08%
="037028",6E碔ü,499,0.32,0.33,50,3.125%,4.285%,-,-,0,春河,0.79% 基,63,0.10,28,9.77,48.92%,50.35%
="720551",RBじ,100,1.40,1.49,10,6.429%,1.750%,-,-,0,,30.36% 基ず,55,0.08,38,3.48,66.84%,90.96%
="720463",QVッ伦,499,1.36,1.39,10,2.206%,2.103%,1.42,3.65%,30,,21.71% 基ず,58.91,0.0960,30,4.08,73.63%,79.96%
="720440",PUじ,499,0.78,0.88,10,12.821%,2.614%,-,-,0,,16.08% 基ず,61.77,0.0720,28,5.05,53.92%,80.19%
="720562",TUら脖,499,1.03,1.04,10,0.971%,2.351%,1.03,-3.74%,91,,10.31% 基ず,65,0.10,42,4.92,68.13%,69.30%
="720581",T2じ碔,499,0.60,0.62,10,3.333%,2.392%,0.63,5%,10,,3.91% 基ず,69,0.0720,42,5.02,71.52%,74.51%
="720209",じTQ,499,0.41,0.42,52,2.439%,3.120%,0.40,0%,25,,0.60% 基ず,71.27,0.0740,37,7.34,57.75%,59.24%
="720254",穝R5,100,0.42,0.46,50,9.524%,5.164%,-,-,0,,0.60% 基ず,71.27,0.1260,21,11.22,44.79%,49.41%
="720519",RPッ伦,499,0.64,0.65,10,1.563%,2.199%,0.62,-7.46%,70,,1.96% 基,73.13,0.0940,36,5.70,81.89%,83.06%
="037002",伦JH,443,1.13,1.18,10,4.425%,3.316%,-,-,0,絥承,17.67% 基ず,15,0.40,28,5.25,52.51%,63.80%
="037066",ッ23,100,2.29,2.34,10,2.183%,3.260%,-,-,0,絥承,17.67% 基ず,15,0.80,29,5.24,56.26%,60.05%
="037143",6U碔ü,499,2.81,2.89,40,2.847%,3.309%,-,-,0,絥承,17.67% 基ず,15,1,30,5.43,48.77%,56.26%
="037058",眃㎝M5,288,1.18,1.28,10,8.475%,3.446%,-,-,0,絥承,15.28% 基ず,15.31,0.45,29,5.22,56.26%,72.70%
="037056",惩膀CX,100,1.74,1.80,20,3.448%,3.551%,-,-,0,絥承,13.87% 基ず,15.50,0.70,29,5.61,57.19%,63.80%
="037090",GGッ伦,499,1.24,1.25,10,0.807%,3.486%,1.07,-6.14%,50,絥承,11.99% 基ず,15.76,0.51,30,6.37,65.67%,66.61%
="036605",HWじ,100,0.54,0.60,10,11.111%,5.707%,0.54,12.50%,72,絥承,6.97% 基ず,16.50,0.40,21,9.99,36.13%,47.83%
="06619P",AEじ,499,0.45,0.47,10,4.444%,4.877%,-,-,0,絥承,0.68% 基ず,17.77,0.4390,36,-8.20,43.86%,45.84%
="036534",ら脖NS,499,0.39,0.40,200,2.564%,7.203%,0.39,21.88%,225,絥承,1.94% 基,18,0.60,21,12.43,46.90%,48.07%
="037654",ZRじ,499,0.66,0.67,250,1.515%,3.789%,0.65,6.56%,204,絥承,1.94% 基,18,0.50,42,6.89,60.99%,61.69%
="718870",参QR,268,1.34,1.44,10,7.463%,2.311%,-,-,0,吏,28.81% 基ず,65.29,0.0710,23,3.97,30.05%,97.05%
="720490",惩膀RW,100,1.84,1.87,10,1.630%,1.995%,1.84,-1.60%,10,,25.93% 基ず,27,0.25,36,4.13,60.99%,66.61%
="720539",TSら脖,495,1.09,1.12,75,2.752%,2.932%,1.02,-11.30%,299,,6.25% 基ず,32,0.30,38,6.62,58.13%,60.52%
="720517",RMッ伦,499,0.79,0.80,100,1.266%,2.878%,0.74,-9.76%,205,,3.66% 基ず,32.80,0.2350,36,6.61,64.03%,65.08%
="720272",穝R7,100,0.23,0.26,100,13.044%,8.158%,-,-,0,,1.45% 基,34.50,0.20,21,13.03,41.63%,46.19%
="720292",じVX,100,0.80,0.90,10,12.500%,4.252%,-,-,0,猋煌,12.88% 基ず,18.25,0.3290,21,6.76,36.60%,64.27%
="720460",R8じ碔,499,1.32,1.42,10,7.576%,4.322%,-,-,0,猋煌,7.52% 基ず,19.16,0.6580,30,7.04,49.24%,56.72%
="720496",RGッ伦,499,0.81,0.87,10,7.407%,3.916%,-,-,0,猋煌,4.15% 基ず,19.78,0.4270,36,6.54,56.26%,61.92%
="720257",PBッ伦,499,0.73,0.74,10,1.370%,2.778%,0.75,27.12%,104,﹜疭,17.94% 基ず,76.31,0.0410,42,3.77,82.71%,85.28%
="720534",TQら脖,495,0.61,0.62,10,1.639%,2.883%,0.54,14.89%,4,﹜疭,3.29% 基ず,87.13,0.05,37,5.03,94.30%,96.11%
="720150",竤痲SZ,499,0.12,0.13,10,8.333%,13.795%,-,-,0,﹜疭,1.54% 基,91.41,0.0520,3,16.63,89.50%,95.41%
="720468",QYッ伦,499,6.30,6.80,10,7.937%,1.170%,-,-,0,躢禜,119.60% 基ず,67.85,0.0780,31,1.68,0.00%,263.48%
="720545",QUじ,150,4.76,4.85,10,1.891%,1.249%,4.73,8.74%,30,躢禜,104.11% 基ず,73,0.0630,38,1.97,0.00%,132.23%
="720561",RZッ伦,499,4.27,4.37,10,2.342%,1.460%,4.14,5.08%,6,躢禜,74.17% 基ず,85.55,0.0670,42,2.32,75.04%,116.25%
="720308",PNッ伦,499,4.45,4.55,10,2.247%,1.669%,4.55,12.35%,3,躢禜,61.36% 基ず,92.34,0.0790,21,2.55,0.00%,125.67%
="720280",じ碔QG,495,4.51,-,0,-,1.747%,4.56,12.32%,1,躢禜,56.93% 基ず,94.95,0.0840,21,2.68,0.00%,-
="720268",UMじ,150,3.87,-,0,-,1.768%,-,-,0,躢禜,56.15% 基ず,95.42,0.0730,21,-,0.00%,-
="720355",じ靡SN,250,4.08,-,0,-,2.316%,4.13,17.33%,80,躢禜,35.78% 基ず,109.74,0.1050,21,3.79,0.00%,-
="720185",X7ッ伦,499,2.23,2.33,10,4.484%,2.750%,2.30,20.42%,1,躢禜,30.45% 基ず,114.22,0.0650,5,4.08,0.00%,166.91%
="719578",惩膀Z2,100,1.77,1.82,10,2.825%,2.754%,1.80,21.62%,110,躢禜,30.12% 基ず,114.51,0.0520,7,4.11,0.00%,117.19%
="720235",TEら脖,499,2.50,2.55,10,2.000%,2.556%,2.52,16.67%,171,躢禜,30.12% 基ず,114.51,0.0730,21,4.32,0.00%,63.80%
="719924",じVE,150,1.11,1.13,20,1.802%,3.529%,1.09,29.76%,321,躢禜,15.67% 基ず,128.82,0.0520,22,6.25,50.87%,56.14%
="036538",GYじ,50,3.56,-,0,-,1.928%,-,-,0,穝ら砍,59.33% 基ず,75,0.08,21,-,0.00%,-
="035475",伦BA,499,4.13,-,0,-,2.165%,-,-,0,穝ら砍,49.15% 基ず,80.12,0.1050,28,-,0.00%,-
="035360",じ6X,50,2.83,-,0,-,2.517%,-,-,0,穝ら砍,39.21% 基ず,85.84,0.0840,22,-,0.00%,-
="037188",HDッ伦,499,3.17,3.27,10,3.155%,2.494%,-,-,0,穝ら砍,37.99% 基ず,86.60,0.0950,31,3.29,65.67%,90.03%
="035963",瓣布GH,200,3.44,-,0,-,2.620%,-,-,0,穝ら砍,37.69% 基ず,86.79,0.1050,5,-,105.01%,-
="037664",じ碔F9,300,3.16,-,0,-,2.538%,-,-,0,穝ら砍,34.27% 基ず,89,0.10,42,-,64.73%,-
="037892",じB7,50,3.05,3.15,10,3.279%,2.598%,-,-,0,穝ら砍,32.78% 基ず,90,0.10,44,3.50,59.53%,74.10%
="035789",惩膀6Z,100,2.11,2.21,10,4.739%,2.970%,-,-,0,穝ら砍,31.88% 基ず,90.61,0.0730,3,3.78,60.05%,255.05%
="033938",碔ü3B,499,1.78,1.87,10,5.056%,3.297%,-,-,0,穝ら砍,25.29% 基ず,95.38,0.0730,23,4.40,48.77%,79.72%
="035724",じ9B,100,1.72,1.82,10,5.814%,3.535%,-,-,0,穝ら砍,19.33% 基ず,100.14,0.0840,36,4.90,47.83%,62.63%
="037872",MRッ伦,499,1.74,1.75,10,0.575%,3.491%,1.68,-16%,24,穝ら砍,12.45% 基ず,106.27,0.0950,44,4.98,65.32%,66.14%
="037310",IKッ伦,499,0.67,0.68,10,1.493%,2.523%,-,-,0,承種,1.03% 基ず,60.38,0.1060,36,5.44,78.08%,79.37%
="037047",LKじ,498,0.51,0.53,100,3.922%,4.117%,0.51,10.87%,202,羛秜,8.26% 基ず,115,0.0340,29,5.73,69.59%,74.31%
="036953",じ碔9E,499,0.48,0.53,10,10.417%,4.283%,-,-,0,羛秜,3.75% 基ず,120,0.0380,28,5.72,74.80%,84.67%
="035601",じ8L,499,0.38,0.39,150,2.632%,5.060%,0.39,14.71%,151,羛秜,2.64% 基ず,121.30,0.0370,29,7.04,61.16%,63.15%
="037689",G5瓣,499,0.88,0.90,10,2.273%,3.286%,-,-,0,羛秜,0.40% 基ず,124,0.06,42,4.75,84.87%,86.86%
="036625",DRッ伦,499,0.35,0.36,317,2.857%,4.718%,0.37,19.35%,50,羛秜,0.75% 基,125.44,0.0370,21,6.56,82.15%,84.40%
="036856",AQ瓣,499,0.45,0.47,10,4.444%,5.631%,0.39,0%,20,羛秜,1.97% 基,127,0.06,24,9.43,66.78%,69.39%
="037127",MBじ,499,4,-,0,-,1.013%,-,-,0,地ㄈ,89.00% 基ず,15,0.30,30,-,0.00%,-
="035725",じ9C,499,3.09,-,0,-,1.093%,-,-,0,地ㄈ,77.19% 基ず,16,0.25,36,-,0.00%,-
="035989",惩膀8T,200,4.56,4.66,10,2.193%,1.185%,-,-,0,地ㄈ,66.77% 基ず,17,0.40,37,2.37,60.05%,112.51%
="035938",ら脖MD,20,5.45,5.95,10,9.174%,1.239%,-,-,0,地ㄈ,62.00% 基ず,17.50,0.50,5,2.27,210.01%,435.01%
="035437",じ7P,499,2.07,-,0,-,1.305%,-,-,0,地ㄈ,57.50% 基ず,18,0.20,28,-,0.00%,-
="035890",伦CQ,400,3.12,-,0,-,1.299%,-,-,0,地ㄈ,57.50% 基ず,18,0.30,36,-,60.05%,-
="037105",穝88,100,3.63,-,0,-,1.302%,-,-,0,地ㄈ,57.50% 基ず,18,0.35,30,-,0.00%,-
="035614",惩膀6A,300,3.29,3.39,10,3.040%,1.437%,-,-,0,地ㄈ,49.21% 基ず,19,0.35,29,2.82,60.05%,108.76%
="036169",瓣1W,130,4.70,-,0,-,1.437%,-,-,0,地ㄈ,49.21% 基ず,19,0.50,21,-,75.04%,-
="035964",じ碔1S,499,3.10,-,0,-,1.525%,-,-,0,地ㄈ,45.39% 基ず,19.50,0.35,5,-,60.05%,-
="036003",瓣1N,120,5.40,-,0,-,1.501%,-,-,0,地ㄈ,45.39% 基ず,19.50,0.60,37,-,75.04%,-
="035892",伦CT,400,2.54,-,0,-,1.595%,-,-,0,地ㄈ,41.75% 基ず,20,0.30,36,-,63.80%,-
="036122",CXじ,499,4.18,-,0,-,1.615%,-,-,0,地ㄈ,41.75% 基ず,20,0.50,21,-,0.00%,-
="036918",JZじ,499,2.51,-,0,-,1.614%,-,-,0,地ㄈ,41.75% 基ず,20,0.30,25,-,0.00%,-
="037491",惩膀GY,200,4.24,4.34,10,2.359%,1.593%,-,-,0,地ㄈ,41.75% 基ず,20,0.50,36,3.10,67.54%,86.28%
="035155",9R竤痲,100,4.75,4.76,10,0.211%,1.706%,4.77,-0.42%,24,地ㄈ,38.29% 基ず,20.50,0.60,21,3.46,75.04%,75.04%
="035901",竤痲I4,100,5.65,5.70,10,0.885%,1.673%,-,-,0,地ㄈ,38.29% 基ず,20.50,0.70,36,3.26,71.29%,78.78%
="036070",眃㎝L6,108,2.71,-,0,-,1.744%,-,-,0,地ㄈ,37.49% 基ず,20.62,0.35,9,-,60.05%,-
="036443",ら脖NH,495,3.80,3.90,10,2.632%,1.777%,-,-,0,地ㄈ,36.30% 基ず,20.80,0.50,21,3.50,60.05%,97.52%
="035003",惩膀1D,200,2.60,2.70,10,3.846%,1.818%,-,-,0,地ㄈ,35.00% 基ず,21,0.35,21,3.49,67.54%,105.01%
="035498",じ7U,499,2.22,2.32,10,4.505%,1.825%,-,-,0,地ㄈ,35.00% 基ず,21,0.30,28,3.50,52.51%,91.90%
="035596",じ8G,499,2.97,3.07,10,3.367%,1.819%,-,-,0,地ㄈ,35.00% 基ず,21,0.40,29,3.51,56.26%,86.28%
="036195",じ碔3Q,499,2.99,-,0,-,1.807%,-,-,0,地ㄈ,35.00% 基ず,21,0.40,21,-,78.78%,-
="036807",ッ19,479,3.77,-,0,-,1.791%,-,-,0,地ㄈ,35.00% 基ず,21,0.50,24,-,82.53%,-
="036188",BT参,168,1.91,2.01,10,5.236%,1.768%,-,-,0,地ㄈ,34.55% 基ず,21.07,0.25,42,3.19,72.23%,92.84%
="036112",伦DD,300,3.59,-,0,-,1.881%,-,-,0,地ㄈ,31.86% 基ず,21.50,0.50,39,-,69.42%,-
="036536",じ碔6N,499,3.50,-,0,-,1.929%,-,-,0,地ㄈ,31.86% 基ず,21.50,0.50,21,-,75.04%,-
="036026",じ碔2F,499,3.19,3.29,10,3.135%,2.117%,-,-,0,地ㄈ,28.86% 基ず,22,0.50,8,4.13,90.03%,131.30%
="036904",ら脖17,495,3.24,3.34,10,3.086%,2.084%,-,-,0,地ㄈ,28.86% 基ず,22,0.50,25,3.97,63.80%,82.53%
="035510",AS参,168,1.54,1.64,10,6.494%,2.192%,-,-,0,地ㄈ,26.79% 基ず,22.36,0.25,28,3.97,59.53%,88.15%
="036017",AXッ伦,499,2.81,2.91,50,3.559%,2.355%,-,-,0,地ㄈ,25.28% 基ず,22.63,0.49,8,4.60,60.05%,116.25%
="034347",惩膀E7,300,1.88,1.98,10,5.319%,2.514%,-,-,0,地ㄈ,23.26% 基ず,23,0.35,4,4.75,90.03%,176.28%
="036076",竤痲K1,100,5.95,6,10,0.840%,2.270%,-,-,0,地ㄈ,23.26% 基ず,23,1,38,4.02,71.29%,73.16%
="037731",じA8,499,1.87,1.97,10,5.348%,2.167%,-,-,0,地ㄈ,23.26% 基ず,23,0.30,42,3.58,78.78%,91.43%
="037011",伦JS,200,2.60,-,0,-,2.597%,-,-,0,地ㄈ,20.64% 基ず,23.50,0.50,28,4.63,62.86%,-
="037640",ら脖48,495,2.76,2.86,10,3.623%,2.447%,-,-,0,地ㄈ,20.64% 基ず,23.50,0.50,38,4.14,68.48%,76.91%
="035100",穝15,300,1.53,1.63,10,6.536%,3.089%,-,-,0,地ㄈ,18.13% 基ず,24,0.35,21,5.76,15.05%,63.80%
="037783",じ碔G4,499,1.01,1.04,100,2.970%,2.674%,-,-,0,地ㄈ,15.71% 基ず,24.50,0.20,42,4.18,74.34%,79.25%
="034469",瓣39,519,0.84,0.85,10,1.191%,3.216%,0.85,-2.30%,40,地ㄈ,13.54% 基ず,24.97,0.20,36,5.16,61.46%,63.33%
="035582",竤痲E8,100,3.96,3.97,10,0.253%,3.410%,4,-1.48%,10,地ㄈ,13.40% 基ず,25,1,28,5.67,60.05%,60.05%
="035836",惩膀7F,300,2.10,2.20,10,4.762%,3.216%,-,-,0,地ㄈ,13.40% 基ず,25,0.50,36,5.03,61.92%,69.42%
="036385",FTじ,499,3.77,3.87,10,2.653%,3.582%,-,-,0,地ㄈ,13.40% 基ず,25,1,21,6.10,59.06%,65.67%
="037801",ALい獺,499,0.80,0.81,10,1.250%,3.039%,-,-,0,地ㄈ,13.40% 基ず,25,0.18,43,4.76,64.73%,66.61%
="037671",LGッ伦,499,1.33,1.36,100,2.256%,3.046%,-,-,0,地ㄈ,10.40% 基ず,25.68,0.30,42,4.38,78.32%,81.59%
="037762",J8竤痲,100,1.91,1.92,10,0.524%,3.535%,1.92,-3.52%,10,地ㄈ,9.04% 基ず,26,0.50,42,5.11,66.14%,66.61%
="037833",じ碔H9,499,1.23,1.25,100,1.626%,3.294%,1.23,-2.38%,100,地ㄈ,9.04% 基ず,26,0.30,43,4.71,73.40%,75.27%
="034468",瓣38,519,1.01,1.02,10,0.990%,4.011%,1.02,-1.92%,20,地ㄈ,8.17% 基ず,26.21,0.30,36,5.79,61.22%,62.39%
="034583",碔ü5M,499,0.70,0.75,10,7.143%,4.794%,-,-,0,地ㄈ,5.00% 基ず,27,0.25,37,6.25,57.43%,63.33%
="036455",GGじ,499,2.37,2.47,10,4.219%,5.695%,-,-,0,地ㄈ,5.00% 基ず,27,1,21,7.71,59.53%,63.80%
="037733",惩膀KE,400,1.38,1.39,10,0.725%,3.880%,1.40,-2.78%,10,地ㄈ,5.00% 基ず,27,0.40,42,5.09,71.76%,72.23%
="034470",瓣40,519,0.72,0.73,10,1.389%,4.463%,-,-,0,地ㄈ,1.47% 基ず,27.94,0.30,36,6.70,61.22%,62.16%
="035997",BYじ,499,1.81,1.83,10,1.105%,4.245%,-,-,0,地ㄈ,1.25% 基ず,28,0.75,37,6.63,61.46%,62.39%
="037870",MPッ伦,499,0.79,0.80,100,1.266%,1.243%,-,-,0,地ㄈ,1.60% 基,28.81,0.28,44,5.31,76.09%,76.91%
="037525",伦LH,778,0.65,0.66,10,1.539%,3.024%,0.66,4.76%,25,竤承,2.50% 基ず,9.20,0.80,37,6.77,57.66%,58.60%
="06820P",じ碔6H,499,0.59,0.60,100,1.695%,3.099%,-,-,0,竤承,0.74% 基ず,9.50,0.90,21,-6.88,68.48%,69.89%
="06661P",BCッ伦,499,0.39,0.40,10,2.564%,5.997%,-,-,0,竤承,2.08% 基ず,9.63,0.87,8,-11.88,60.05%,61.92%
="06737P",DYじ,100,0.55,0.62,10,12.727%,4.000%,-,-,0,竤承,5.70% 基ず,10,0.70,21,-7.29,47.83%,59.77%
="06746P",伦DV,499,1.06,1.07,10,0.943%,2.623%,-,-,0,竤承,5.70% 基ず,10,1,44,-5.10,55.32%,56.26%
